"id","word","trans_word","type","createdAt","updatedAt"
3157,hộp/1lọ/24 viên nén nhai,box / bottle / 24 chewable tablets,translate,2021-10-18 11:33:17.125 +0700,2021-10-18 11:33:17.125 +0700
3159,"650mg 10mg 20mg","650mg 10mg 20mg",translate,2021-10-18 11:33:21.115 +0700,2021-10-18 11:33:21.115 +0700
3160,hộp/10 vỉ/10 viên nén,box / 10 blisters / 10 tablets,translate,2021-10-18 11:33:21.204 +0700,2021-10-18 11:33:21.204 +0700
3161,vd 20662 14,vd 20662 14,translate,2021-10-18 11:33:21.228 +0700,2021-10-18 11:33:21.228 +0700
3165,hộp 3 vỉ 5 vỉ x 10 viên,box of 3 blisters 5 blisters x 10 tablets,translate,2021-10-18 11:33:28.763 +0700,2021-10-18 11:33:28.763 +0700
3167,acid ascorbic,acid ascorbic,translate,2021-10-18 11:33:31.932 +0700,2021-10-18 11:33:31.932 +0700
3170,vd 31494 19,vd 31494 19,translate,2021-10-18 11:33:31.964 +0700,2021-10-18 11:33:31.964 +0700
3172,hộp 2 vỉ 5 vỉ x 10 viên,box of 2 blisters of 5 blisters x 10 tablets,translate,2021-10-18 11:33:32.085 +0700,2021-10-18 11:33:32.085 +0700
3173,vd 12681 10,vd 12681 10,translate,2021-10-18 11:33:37.192 +0700,2021-10-18 11:33:37.192 +0700
3174,vd 31913 19,vd 31913 19,translate,2021-10-18 11:33:41.443 +0700,2021-10-18 11:33:41.443 +0700
3175,vitamin b5 10mg,vitamin b5 10mg,translate,2021-10-18 11:33:41.489 +0700,2021-10-18 11:33:41.489 +0700
3176,"5mg 2mg 2mg 10mg 20mg","5mg 2mg 2mg 10mg 20mg",translate,2021-10-18 11:33:41.639 +0700,2021-10-18 11:33:41.639 +0700
3177,vn 2153 06,vn 2153 06,translate,2021-10-18 11:33:45.698 +0700,2021-10-18 11:33:45.698 +0700
3179,vd 28501 17,vd 28501 17,translate,2021-10-18 11:33:45.728 +0700,2021-10-18 11:33:45.728 +0700
649,mỡ bôi da,skin grease,translate,2021-05-20 08:55:52.933 +0700,2021-05-20 08:55:52.933 +0700
807,viên nang (xanh tím),capsule (purple blue),translate,2021-05-20 11:06:06.617 +0700,2021-05-20 11:06:06.617 +0700
1428,vn 20171 16,vn 20171 16,translate,2021-10-18 10:58:45.737 +0700,2021-10-18 10:58:45.737 +0700
2926,vd 22584 15,vd 22584 15,translate,2021-10-18 11:28:52.548 +0700,2021-10-18 11:28:52.548 +0700
2977,hộp 1 vỉ 2 vỉ 4 vỉ 10 vỉ x 5 ống nhựa x 0 4ml,box of 1 blister 2 blisters 4 blisters 10 blisters x 5 plastic tubes x 0 4ml,translate,2021-10-18 11:29:37.061 +0700,2021-10-18 11:29:37.061 +0700
2989,"12 vỉ x 2 viên","12 blisters x 2 tablets",translate,2021-10-18 11:29:56.053 +0700,2021-10-18 11:29:56.053 +0700
3057,"3 vỉ (nhôm nhôm) x 10 viên","3 blisters (aluminum aluminum) x 10 tablets",translate,2021-10-18 11:31:10.343 +0700,2021-10-18 11:31:10.343 +0700
3063,vd 32086 19,vd 32086 19,translate,2021-10-18 11:31:21.513 +0700,2021-10-18 11:31:21.513 +0700
3064,hộp 1 túi x 3 vỉ x 10 viên,box of 1 bag x 3 blisters x 10 tablets,translate,2021-10-18 11:31:21.607 +0700,2021-10-18 11:31:21.607 +0700
3067,vd 23678 15,vd 23678 15,translate,2021-10-18 11:31:26.357 +0700,2021-10-18 11:31:26.357 +0700
3077,vd 28181 17,vd 28181 17,translate,2021-10-18 11:31:48.851 +0700,2021-10-18 11:31:48.851 +0700
3095,vd 32105 19,vd 32105 19,translate,2021-10-18 11:32:13.388 +0700,2021-10-18 11:32:13.388 +0700
3107,vd 31664 19,vd 31664 19,translate,2021-10-18 11:32:29.324 +0700,2021-10-18 11:32:29.324 +0700
3108,chai nhựa hd chứa 60 viên nén dài bao phim,hd plastic bottle containing 60 film coated long tablets,translate,2021-10-18 11:32:29.338 +0700,2021-10-18 11:32:29.338 +0700
3112,vd 33154 19,vd 33154 19,translate,2021-10-18 11:32:33.185 +0700,2021-10-18 11:32:33.185 +0700
3119,"25mg 100mg 20mg","25mg 100mg 20mg",translate,2021-10-18 11:32:45.329 +0700,2021-10-18 11:32:45.329 +0700
3147,vd 23320 15,vd 23320 15,translate,2021-10-18 11:33:13.101 +0700,2021-10-18 11:33:13.101 +0700
3148,hộp 2 vỉ x 10 viên nén bao phim,box of 2 blisters x 10 film coated tablets,translate,2021-10-18 11:33:13.102 +0700,2021-10-18 11:33:13.102 +0700
3149,vd 25273 16,vd 25273 16,translate,2021-10-18 11:33:13.224 +0700,2021-10-18 11:33:13.224 +0700
3156,vd 33802 19,vd 33802 19,translate,2021-10-18 11:33:17.026 +0700,2021-10-18 11:33:17.026 +0700
3166,vd 32242 19,vd 32242 19,translate,2021-10-18 11:33:28.786 +0700,2021-10-18 11:33:28.786 +0700
3168,vn 8628 04,vn 8628 04,translate,2021-10-18 11:33:31.937 +0700,2021-10-18 11:33:31.937 +0700
3178,hộp 2 vỉ x 5 ống x 1ml,box of 2 blisters x 5 tubes x 1ml,translate,2021-10-18 11:33:45.718 +0700,2021-10-18 11:33:45.718 +0700
3180,vd 32045 19,vd 32045 19,translate,2021-10-18 11:33:45.730 +0700,2021-10-18 11:33:45.730 +0700
3192,vd 33246 19,vd 33246 19,translate,2021-10-18 11:33:53.919 +0700,2021-10-18 11:33:53.919 +0700
3193,hộp 1 túi x 2 vỉ x 7 vnbp,box of 1 bag x 2 blisters x 7 vnbp,translate,2021-10-18 11:33:53.943 +0700,2021-10-18 11:33:53.943 +0700
3195,vd 32347 19,vd 32347 19,translate,2021-10-18 11:33:57.659 +0700,2021-10-18 11:33:57.659 +0700
3196,"1 túi x 3 vỉ x 7 viên","1 bag x 3 blisters x 7 tablets",translate,2021-10-18 11:33:57.717 +0700,2021-10-18 11:33:57.717 +0700
3197,vd 10257 10,vd 10257 10,translate,2021-10-18 11:33:57.717 +0700,2021-10-18 11:33:57.717 +0700
3198,hộp 10 vỉ x 10 viên nén bao phim,box of 10 blisters x 10 film coated tablets,translate,2021-10-18 11:33:57.765 +0700,2021-10-18 11:33:57.765 +0700
3200,vd 32390 19,vd 32390 19,translate,2021-10-18 11:34:00.801 +0700,2021-10-18 11:34:00.801 +0700
3201,vd 13451 10,vd 13451 10,translate,2021-10-18 11:34:00.801 +0700,2021-10-18 11:34:00.801 +0700
3202,vd 8673 09,vd 8673 09,translate,2021-10-18 11:34:00.810 +0700,2021-10-18 11:34:00.810 +0700
3203,hộp 08 vỉ x 15 viên,box of 08 blisters x 15 tablets,translate,2021-10-18 11:34:00.826 +0700,2021-10-18 11:34:00.826 +0700
3204,hộp 01 chai x 30 viên,box of 01 bottle x 30 tablets,translate,2021-10-18 11:34:00.922 +0700,2021-10-18 11:34:00.922 +0700
3205,hộp 1 lọ thuốc bột pha tiêm,box of 1 vial of powder for injection,translate,2021-10-18 11:34:00.923 +0700,2021-10-18 11:34:00.923 +0700
3206,hộp 12 gói x 3 5g,box of 12 packs x 3 5g,translate,2021-10-18 11:34:00.924 +0700,2021-10-18 11:34:00.924 +0700
3208,vd 31711 19,vd 31711 19,translate,2021-10-18 11:34:04.464 +0700,2021-10-18 11:34:04.464 +0700
3209,hộp 03 vỉ x 30 viên,box of 3 blisters x 30 tablets,translate,2021-10-18 11:34:04.496 +0700,2021-10-18 11:34:04.496 +0700
3210,hộp 1 lọ 10 lọ x 600mg,box of 1 vial of 10 vials x 600mg,translate,2021-10-18 11:34:04.550 +0700,2021-10-18 11:34:04.550 +0700
3218,hộp 1 tuýp 15g,box of 1 tube 15g,translate,2021-10-18 11:34:11.633 +0700,2021-10-18 11:34:11.633 +0700
3222,"400mg 100mg 125mg","400mg 100mg 125mg",translate,2021-10-18 11:34:15.444 +0700,2021-10-18 11:34:15.444 +0700
3226,vd 34513 20,vd 34513 20,translate,2021-10-18 11:34:20.769 +0700,2021-10-18 11:34:20.769 +0700
3234,hộp 1 túi x 10 vỉ x 10 viên,box of 1 bag x 10 blisters x 10 tablets,translate,2021-10-18 11:34:29.626 +0700,2021-10-18 11:34:29.626 +0700
3236,"100mg 75mg 75mg","100mg 75mg 75mg",translate,2021-10-18 11:34:34.382 +0700,2021-10-18 11:34:34.382 +0700
3262,vd 16054 11,vd 16054 11,translate,2021-10-18 11:35:12.882 +0700,2021-10-18 11:35:12.882 +0700
3276,hộp 10 vỉ x 14 viên,box of 10 blisters x 14 tablets,translate,2021-10-18 11:35:30.968 +0700,2021-10-18 11:35:30.968 +0700
6008,"75mg 100mg 10mg","75mg 100mg 10mg",translate,2021-10-18 16:00:54.309 +0700,2021-10-18 16:00:54.309 +0700
6085,tang ký sinh 112 mg,parasite 112 mg,translate,2021-10-18 16:01:20.733 +0700,2021-10-18 16:01:20.733 +0700
6103,"300mg 400mg 30mg","300mg 400mg 30mg",translate,2021-10-18 16:01:28.219 +0700,2021-10-18 16:01:28.219 +0700
6161,tân di hoa,new year's eve,translate,2021-10-18 16:01:55.291 +0700,2021-10-18 16:01:55.291 +0700
6180,l phenylalanine,l phenylalanine,translate,2021-10-18 16:02:15.502 +0700,2021-10-18 16:02:15.502 +0700
6182,siro viễn chí,telepathy syrup,translate,2021-10-18 16:02:15.587 +0700,2021-10-18 16:02:15.587 +0700
6183,siro an tức hương,incense syrup,translate,2021-10-18 16:02:15.684 +0700,2021-10-18 16:02:15.684 +0700
6205,acid folic,acid folic,translate,2021-10-18 16:02:22.366 +0700,2021-10-18 16:02:22.366 +0700
6208,vn 5721 08,vn 5721 08,translate,2021-10-18 16:02:22.478 +0700,2021-10-18 16:02:22.478 +0700
6212,vn 6261 08,vn 6261 08,translate,2021-10-18 16:02:25.366 +0700,2021-10-18 16:02:25.366 +0700
6307,quế nhục 151mg,cinnamon humiliation 151mg,translate,2021-10-18 16:02:54.545 +0700,2021-10-18 16:02:54.545 +0700
6313,bạch thược 0 3g,octopus 0 3g,translate,2021-10-18 16:02:54.647 +0700,2021-10-18 16:02:54.647 +0700
6496,chai/ống/lọ/túi,bottle/tube/jar/bag,translate,2021-10-20 11:13:05.995 +0700,2021-10-20 11:13:05.995 +0700
7018,dung dịch tiêm hộp 1 vỉ x 5 ống hộp 2 vỉ x 5 ống tiêm,solution for injection box 1 blister x 5 ampoules box 2 blister x 5 syringes,translate,2021-10-20 11:30:01.945 +0700,2021-10-20 11:30:01.945 +0700
7155,siro hộp 20 ống x 5ml uống,syrup box of 20 tubes x 5ml drink,translate,2021-10-20 11:31:07.761 +0700,2021-10-20 11:31:07.761 +0700
7721,thuốc nhỏ mắt/tai,eye/ear drops,translate,2021-10-20 11:49:05.727 +0700,2021-10-20 11:49:05.727 +0700
7734,bột thuốc pha uống,powder for oral preparation,translate,2021-10-20 11:51:27.882 +0700,2021-10-20 11:51:27.882 +0700
7744,siro dạng bào chế siro,syrup dosage form syrup,translate,2021-10-20 11:51:59.836 +0700,2021-10-20 11:51:59.836 +0700
7861,vbp,vbp,translate,2021-10-20 12:15:14.119 +0700,2021-10-20 12:15:14.119 +0700
7985,viên hòa tan nhanh uống hộp 7 vỉ x 2 viên,quick-dissolving tablets drink box of 7 blisters x 2 tablets,translate,2021-10-20 12:45:43.132 +0700,2021-10-20 12:45:43.132 +0700
8106,thuốc cốm sủi bọt uống,effervescent nuggets drink,translate,2021-10-20 13:18:36.446 +0700,2021-10-20 13:18:36.446 +0700
8248,thuốc xịt phun mù 120 liều,"120 dose fog spray",translate,2021-10-20 13:49:03.738 +0700,2021-10-20 13:49:03.738 +0700
8390,viên nén giải phóng chậm uống,oral slow release tablets,translate,2021-10-20 14:10:32.078 +0700,2021-10-20 14:10:32.078 +0700
8489,dung dịch pha tiêmtruyền,solution for infusion,translate,2021-10-20 14:44:38.825 +0700,2021-10-20 14:44:38.825 +0700
8499,thuốc tiêmdưới da (cấy phóng thích chậm),subcutaneous injection (slow-release implant),translate,2021-10-20 14:45:29.822 +0700,2021-10-20 14:45:29.822 +0700
8629,bơm tiêm đóng sẵn trong dụng cụ tiêm bơm tiêm 0 4 ml,prefilled syringe in syringe syringe 0 4 ml,translate,2021-10-20 15:17:14.170 +0700,2021-10-20 15:17:14.170 +0700
8771,viên nén giải phóng biến dổi,variable release tablets,translate,2021-10-20 15:35:18.682 +0700,2021-10-20 15:35:18.682 +0700
8921,lọ/tép,jar/tape,translate,2021-10-20 16:07:42.506 +0700,2021-10-20 16:07:42.506 +0700
650,cao thuốc,high drug,translate,2021-05-20 08:55:53.652 +0700,2021-05-20 08:55:53.652 +0700
808,dung dịch thuốc dùng ngoài,drug solution for external use,translate,2021-05-20 11:06:11.367 +0700,2021-05-20 11:06:11.367 +0700
1430,vn 7144 08,vn 7144 08,translate,2021-10-18 10:58:45.743 +0700,2021-10-18 10:58:45.743 +0700
1431,vn3 207 19,vn3 207 19,translate,2021-10-18 10:58:45.766 +0700,2021-10-18 10:58:45.766 +0700
1432,hộp 20 vỉ x 10 viên,box of 20 blisters x 10 tablets,translate,2021-10-18 10:58:45.853 +0700,2021-10-18 10:58:45.853 +0700
2929,hộp 50 vỉ x 10 viên,box of 50 blisters x 10 tablets,translate,2021-10-18 11:28:52.572 +0700,2021-10-18 11:28:52.572 +0700
2930,vd 34534 20,vd 34534 20,translate,2021-10-18 11:28:52.610 +0700,2021-10-18 11:28:52.610 +0700
2990,vd 23774 15,vd 23774 15,translate,2021-10-18 11:29:56.066 +0700,2021-10-18 11:29:56.066 +0700
3068,vn 5746 08,vn 5746 08,translate,2021-10-18 11:31:28.929 +0700,2021-10-18 11:31:28.929 +0700
3114,hộp 1 chai 150ml,box of 1 bottle 150ml,translate,2021-10-18 11:32:37.595 +0700,2021-10-18 11:32:37.595 +0700
3123,hộp 10 vỉ x 10 viên hộp 5 vỉ x 10 viên hộp 3 vỉ x 10 viên hộp 6 vỉ x 10 viên hộp 1 lọ 100 viên hộp 1 lọ 200 viên,box of 10 blisters x 10 tablets box of 5 blisters x 10 tablets box of 3 blisters x 10 tablets box of 6 blisters x 10 tablets box of 1 bottle of 100 tablets box of 1 bottle of 200 tablets,translate,2021-10-18 11:32:45.484 +0700,2021-10-18 11:32:45.484 +0700
3125,vd 32528 19,vd 32528 19,translate,2021-10-18 11:32:49.056 +0700,2021-10-18 11:32:49.056 +0700
3133,vd 16768 12,vd 16768 12,translate,2021-10-18 11:32:52.899 +0700,2021-10-18 11:32:52.899 +0700
3135,vn 6263 02,vn 6263 02,translate,2021-10-18 11:32:52.926 +0700,2021-10-18 11:32:52.926 +0700
3154,vd 19972 13,vd 19972 13,translate,2021-10-18 11:33:17.024 +0700,2021-10-18 11:33:17.024 +0700
3158,chai 400 viên,"400 tablets bottle",translate,2021-10-18 11:33:17.128 +0700,2021-10-18 11:33:17.128 +0700
3169,vd 32529 19,vd 32529 19,translate,2021-10-18 11:33:31.964 +0700,2021-10-18 11:33:31.964 +0700
3171,vn 2604 07,vn 2604 07,translate,2021-10-18 11:33:32.037 +0700,2021-10-18 11:33:32.037 +0700
3181,vd 14788 11,vd 14788 11,translate,2021-10-18 11:33:45.738 +0700,2021-10-18 11:33:45.738 +0700
3182,hộp 5 vỉ x 20 viên nén bao phim,box of 5 blisters x 20 film coated tablets,translate,2021-10-18 11:33:45.877 +0700,2021-10-18 11:33:45.877 +0700
3240,hộp 5 ống thuốc + 5 ống dung môi pha tiêm,box of 5 ampoules + 5 ampoules of solvent for injection,translate,2021-10-18 11:34:38.564 +0700,2021-10-18 11:34:38.564 +0700
3258,vd 33078 19,vd 33078 19,translate,2021-10-18 11:35:05.817 +0700,2021-10-18 11:35:05.817 +0700
3266,vd 33201 19,vd 33201 19,translate,2021-10-18 11:35:16.718 +0700,2021-10-18 11:35:16.718 +0700
3267,hộp 05 vỉ x 30 viên,box of 5 blisters x 30 tablets,translate,2021-10-18 11:35:16.765 +0700,2021-10-18 11:35:16.765 +0700
6017,phục thần 12g,"12g",translate,2021-10-18 16:01:01.091 +0700,2021-10-18 16:01:01.091 +0700
6019,hương phụ 6g,flavoring 6g,translate,2021-10-18 16:01:01.188 +0700,2021-10-18 16:01:01.188 +0700
6048,"25mg","25mg",translate,2021-10-18 16:01:07.086 +0700,2021-10-18 16:01:07.086 +0700
6162,bạch truật 400mg,leukoplakia 400mg,translate,2021-10-18 16:01:55.292 +0700,2021-10-18 16:01:55.292 +0700
6163,xuyên khung 150mg,through frame 150mg,translate,2021-10-18 16:01:55.389 +0700,2021-10-18 16:01:55.389 +0700
6238,tinh dầu bạc hà 50mg,menthol 50mg,translate,2021-10-18 16:02:35.626 +0700,2021-10-18 16:02:35.626 +0700
6261,cao đặc cỏ ngọt (170 mg cỏ ngọt) 17mg,stevia concentrate (170 mg stevia) 17mg,translate,2021-10-18 16:02:42.105 +0700,2021-10-18 16:02:42.105 +0700
6262,bạch thược 17mg,white dahlia 17mg,translate,2021-10-18 16:02:42.194 +0700,2021-10-18 16:02:42.194 +0700
6286,mỗi viên: 500mg,each tablet: 500mg,translate,2021-10-18 16:02:49.281 +0700,2021-10-18 16:02:49.281 +0700
6287,pyridoxin hcl 3mg,pyridoxin hcl 3mg,translate,2021-10-18 16:02:49.324 +0700,2021-10-18 16:02:49.324 +0700
6288,"100mg 10mg 10mg 3mg 10mg 50mg 15µg 15µg","100mg 10mg 10mg 3mg 10mg 50mg 15µg 15µg",translate,2021-10-18 16:02:49.387 +0700,2021-10-18 16:02:49.387 +0700
6335,cam thảo: 120 mg,licorice: 120 mg,translate,2021-10-18 16:03:01.323 +0700,2021-10-18 16:03:01.323 +0700
6336,trạch tả,description,translate,2021-10-18 16:03:01.467 +0700,2021-10-18 16:03:01.467 +0700
6497,túi nhựa,plastic bag,translate,2021-10-20 11:13:23.130 +0700,2021-10-20 11:13:23.130 +0700
6549,ống/lọ,tube/vial,translate,2021-10-20 11:16:04.099 +0700,2021-10-20 11:16:04.099 +0700
6550,hộp/tuýp,box/tube,translate,2021-10-20 11:16:04.150 +0700,2021-10-20 11:16:04.150 +0700
7023,viên nén bao phim hộp 2 vỉ 3 vỉ 6 vỉ x 10 viên uống,film coated tablets box 2 blisters 3 blisters 6 blisters x 10 oral tablets,translate,2021-10-20 11:30:04.134 +0700,2021-10-20 11:30:04.134 +0700
7723,hỗn dịch uống,oral suspension,translate,2021-10-20 11:49:28.288 +0700,2021-10-20 11:49:28.288 +0700
7862,thuốc nhỏ mắt/mũi/tai,eye/nose/ear drops,translate,2021-10-20 12:16:12.360 +0700,2021-10-20 12:16:12.360 +0700
7986,viên nén bao fiml,fiml . coated tablets,translate,2021-10-20 12:45:58.563 +0700,2021-10-20 12:45:58.563 +0700
8107,viên nén sủi vỉ xé,tearing effervescent tablets,translate,2021-10-20 13:18:53.946 +0700,2021-10-20 13:18:53.946 +0700
8249,thuốc tiêm tiêm bắp sâu mỗi ống chứa 0 5ml,drug for deep intramuscular injection each tube contains 0 5ml,translate,2021-10-20 13:49:03.748 +0700,2021-10-20 13:49:03.748 +0700
8256,thuốc tiêm ống 4ml,ampoules 4ml,translate,2021-10-20 13:50:03.759 +0700,2021-10-20 13:50:03.759 +0700
8262,hộp 01 chai 50ml kèm 01 dây truyền dịch,box of 01 bottle of 50ml with 01 infusion line,translate,2021-10-20 13:50:14.794 +0700,2021-10-20 13:50:14.794 +0700
8391,dung dịch tiêm/ tiêm truyền tĩnh mạch,solution for injection/intravenous infusion,translate,2021-10-20 14:11:23.266 +0700,2021-10-20 14:11:23.266 +0700
8490,dung dịch thuốc tiêmtủy sống,spinal injection solution,translate,2021-10-20 14:44:42.912 +0700,2021-10-20 14:44:42.912 +0700
8630,bột pha tiêm lọ,powder for injection vial,translate,2021-10-20 15:17:20.437 +0700,2021-10-20 15:17:20.437 +0700
8643,hộp chứa 1 ống tiêm 0 75ml đóng sẵn thuốc + 2 kim tiêm an toàn hỗn dịch tiêm giải phóng kéo dài tiêm,box containing 1 pre-filled 0 75ml syringe + 2 safety needles extended-release suspension for injection,translate,2021-10-20 15:18:41.782 +0700,2021-10-20 15:18:41.782 +0700
8666,hộp 2 vỉ x 14 viên viên nén phóng thích kéo dài uống,box of 2 blisters x 14 extended-release tablets,translate,2021-10-20 15:19:22.940 +0700,2021-10-20 15:19:22.940 +0700
8772,viên nang cư´ng,pet capsule´,translate,2021-10-20 15:35:51.680 +0700,2021-10-20 15:35:51.680 +0700
8922,chai/lọ 60ml,"60ml bottle/jar",translate,2021-10-20 16:08:09.442 +0700,2021-10-20 16:08:09.442 +0700
651,thuốc bột pha tiêm (tiêm bắp tiêm tĩnh mạch),powder for injection (intramuscular injection),translate,2021-05-20 08:56:04.988 +0700,2021-05-20 08:56:04.988 +0700
809,viên nén 2 lớp (trắng xanh),"2 layer tablets (blue white)",translate,2021-05-20 11:07:46.665 +0700,2021-05-20 11:07:46.665 +0700
1434,"150mg 200mg 300mg","150mg 200mg 300mg",translate,2021-10-18 10:58:49.599 +0700,2021-10-18 10:58:49.599 +0700
2991,"125mg 125mg 125mcg","125mg 125mg 125mcg",translate,2021-10-18 11:29:59.394 +0700,2021-10-18 11:29:59.394 +0700
3022,vd 32549 19,vd 32549 19,translate,2021-10-18 11:30:26.276 +0700,2021-10-18 11:30:26.276 +0700
3183,vd 33383 19,vd 33383 19,translate,2021-10-18 11:33:49.688 +0700,2021-10-18 11:33:49.688 +0700
3207,vd 24206 16,vd 24206 16,translate,2021-10-18 11:34:04.382 +0700,2021-10-18 11:34:04.382 +0700
3214,vd 27020 17,vd 27020 17,translate,2021-10-18 11:34:11.543 +0700,2021-10-18 11:34:11.543 +0700
3219,hộp 1 tuýp 10g,box of 1 tube 10g,translate,2021-10-18 11:34:11.639 +0700,2021-10-18 11:34:11.639 +0700
3224,hộp 1 túi nhôm x 5 vỉ x 10 viên,box of 1 aluminum bag x 5 blisters x 10 tablets,translate,2021-10-18 11:34:15.567 +0700,2021-10-18 11:34:15.567 +0700
3227,dexamethason phosphat 5mg/5ml,dexamethasone phosphate 5mg / 5ml,translate,2021-10-18 11:34:20.769 +0700,2021-10-18 11:34:20.769 +0700
6029,tần giao 0 25g,"0 25g",translate,2021-10-18 16:01:03.740 +0700,2021-10-18 16:01:03.740 +0700
6031,vitamin e 20 mg,vitamin e 20 mg,translate,2021-10-18 16:01:03.770 +0700,2021-10-18 16:01:03.770 +0700
6033,calcium glycerophosphat 5 mg,calcium glycerophosphat 5 mg,translate,2021-10-18 16:01:03.838 +0700,2021-10-18 16:01:03.838 +0700
6042,(100mg,(100mg,translate,2021-10-18 16:01:06.580 +0700,2021-10-18 16:01:06.580 +0700
6067,mỗi 200ml cao lỏng chứa dịch chiết tương đương với: ích mẫu 160 g,each 200ml of liquid concentrate contains an extract equivalent to: sample yield of 160 g,translate,2021-10-18 16:01:15.322 +0700,2021-10-18 16:01:15.322 +0700
6230,bạc hà 80 mg,mint 80 mg,translate,2021-10-18 16:02:33.806 +0700,2021-10-18 16:02:33.806 +0700
6231,"100mg 25mg 2 500iu 20mg 5mg","100mg 25mg 2 500iu 20mg 5mg",translate,2021-10-18 16:02:33.858 +0700,2021-10-18 16:02:33.858 +0700
6254,a ketovalin calci 86mg,at ketovalin kicks 86mg,translate,2021-10-18 16:02:40.111 +0700,2021-10-18 16:02:40.111 +0700
6257,bột mộc hương 100mg,myrrh powder 100mg,translate,2021-10-18 16:02:40.212 +0700,2021-10-18 16:02:40.212 +0700
6269,"100mg 2 500iu 25mg 5mg 20mg","100mg 2 500iu 25mg 5mg 20mg",translate,2021-10-18 16:02:43.947 +0700,2021-10-18 16:02:43.947 +0700
6499,thuốc tác dụng tại niêm mạc miệng,drugs acting on the oral mucosa,translate,2021-10-20 11:13:34.887 +0700,2021-10-20 11:13:34.887 +0700
7091,bột đông khô pha tiêm hộp 25 lọ thuốc + 25 lọ dung môi 2ml,"lyophilized powder for injection, box of 25 vials + 25 vials of 2ml solvent",translate,2021-10-20 11:30:41.527 +0700,2021-10-20 11:30:41.527 +0700
7107,dung dịch tiêm hộp 10 lọ nhựa hộp 20 lọ nhựa hộp 50 lọ nhựa x 10ml tiêm,"solution for injection, box of 10 plastic bottles, box of 20 plastic bottles, box of 50 plastic bottles x 10ml for injection",translate,2021-10-20 11:30:47.995 +0700,2021-10-20 11:30:47.995 +0700
7115,bột pha hỗn dịch uống hộp 30 gói x 3g,"powder for oral suspension, box of 30 packs x 3g",translate,2021-10-20 11:30:51.870 +0700,2021-10-20 11:30:51.870 +0700
7125,dung dịch nhỏ mắt vô khuẩn hộp 1 lọ đếm giọt droptainer 5ml,"sterile eye drops, box of 1 droptainer 5ml",translate,2021-10-20 11:30:55.037 +0700,2021-10-20 11:30:55.037 +0700
7132,thuốc bột pha hỗn dịch uống hộp 1 lọ 18g bột pha 30 ml hỗn dịch,powder medicine for oral suspension 1 box of 18g powder mixed with 30 ml of suspension,translate,2021-10-20 11:30:57.261 +0700,2021-10-20 11:30:57.261 +0700
7149,dung dịch hộp 2 vỉ 4 vỉ 6 vỉ 8 vỉ 10 vỉ x 5 ống uống,solution box 2 blisters 4 blisters 6 blisters 8 blisters 10 blisters x 5 oral tubes,translate,2021-10-20 11:31:03.422 +0700,2021-10-20 11:31:03.422 +0700
7724,dung dịch tiêm (tiêm tĩnh mạch),solution for injection (intravenously),translate,2021-10-20 11:49:32.617 +0700,2021-10-20 11:49:32.617 +0700
7770,dung dịch rửa vô khuẩn,sterile washing solution,translate,2021-10-20 11:56:37.233 +0700,2021-10-20 11:56:37.233 +0700
7863,tiêm/truyền,infusion,translate,2021-10-20 12:16:19.067 +0700,2021-10-20 12:16:19.067 +0700
7987,gói (bột pha hỗn dịch uống),sachet (powder for oral suspension),translate,2021-10-20 12:46:18.905 +0700,2021-10-20 12:46:18.905 +0700
8108,dung dịch uong,drinking solution,translate,2021-10-20 13:18:55.932 +0700,2021-10-20 13:18:55.932 +0700
8114,thuốc tiêm /thuốc tiêm truyền,injectables/infusions,translate,2021-10-20 13:21:02.019 +0700,2021-10-20 13:21:02.019 +0700
8251,dung dịch tiêm truyền tĩnh mạch ống 5ml,solution for intravenous infusion tube 5ml,translate,2021-10-20 13:49:19.784 +0700,2021-10-20 13:49:19.784 +0700
8392,dung dịch tiêm trong da tiêm dưới da tiêm tĩnh mạch trong phương pháp gây,solution for intradermal injection under the skin intravenously in the induction method,translate,2021-10-20 14:11:26.326 +0700,2021-10-20 14:11:26.326 +0700
8491,dung dịch tiêmtruyền,infusion liquid,translate,2021-10-20 14:44:43.569 +0700,2021-10-20 14:44:43.569 +0700
8631,thuốc tiêm truyền ống 10ml,"10ml ampoules for infusion",translate,2021-10-20 15:17:38.036 +0700,2021-10-20 15:17:38.036 +0700
8773,viên/vỉ,tablets/blisters,translate,2021-10-20 15:36:40.504 +0700,2021-10-20 15:36:40.504 +0700
8923,ống/ lọ,tube/vial,translate,2021-10-20 16:08:15.005 +0700,2021-10-20 16:08:15.005 +0700
652,viên nén tròn bao phim,film coated round tablets,translate,2021-05-20 08:56:20.116 +0700,2021-05-20 08:56:20.116 +0700
810,thuốc bột sủi bọt để uống,effervescent powder to drink,translate,2021-05-20 11:09:36.817 +0700,2021-05-20 11:09:36.817 +0700
1439,qlsp 1055 17,qlsp 1055 17,translate,2021-10-18 10:58:53.786 +0700,2021-10-18 10:58:53.786 +0700
1443,hộp 1 lọ x 10 ml,box of 1 vial x 10 ml,translate,2021-10-18 10:58:53.868 +0700,2021-10-18 10:58:53.868 +0700
1448,vn 17966 14,vn 17966 14,translate,2021-10-18 10:58:56.527 +0700,2021-10-18 10:58:56.527 +0700
1449,hộp 1 tuýp x 10 viên,box of 1 tube x 10 tablets,translate,2021-10-18 10:58:56.670 +0700,2021-10-18 10:58:56.670 +0700
