"id","class","group","name","activeIngredient","formatted_activeIngredient","strength","formatted_strength","ingredient_strength","formatted_ingredient_strength","form","formatted_form","package","formatted_package","unit","formatted_unit","standard","age","registerCode","registerCompany","registerCountry","registerAddress","manufactureCompany","manufactureCountry","manufactureAddress","createdAt","updatedAt","formatted_manufactureCountry","using"
"778649a6-1ffc-443d-beca-3fa35e8d13f9",Thuốc dạ dày,Tân dược,Simloxyd,Magnesi hydroxid 200 mg; Gel nhôm hydroxyd khô 200 mg; Simethicon 25 mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"200 mg, 200 mg, 25 mg","200mg + 200mg + 25mg","Magnesi hydroxid 200 mg; Gel nhôm hydroxyd khô 200 mg; Simethicon 25 mg - 200 mg, 200 mg, 25 mg",Magnesi hydroxyd 200mg + Nhôm hydroxide 200mg + Simethicon 25mg,Viên nén nhai,Viên,Hộp 6 vỉ x 10 viên,,,Viên,TCCS,"36 tháng",VD-30427-18,Công ty cổ phần dược phẩm Me Di Sun,Việt Nam,"521 khu phố An Lợi, phường Hoà Lợi, thị xã Bến Cát, tỉnh Bình Dương",Công ty cổ phần dược phẩm Me Di Sun,Việt Nam,"521 khu phố An Lợi, phường Hoà Lợi, thị xã Bến Cát, tỉnh Bình Dương",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Nhai
"7fd38cc8-d92b-4581-9545-d707d1c5d229","Thuốc tác dụng trên dạ dày, ruột",Tân dược,Kremil Gel,Mỗi gói 20ml chứa: Nhôm hydroxyd 356mg; Magnesi hydroxyd 466mg; Simethicon 20mg;,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,,"23.3mg/ml + 17.8mg/ml + 1mg/ml; gói 20ml",Mỗi gói 20ml chứa: Nhôm hydroxyd 356mg; Magnesi hydroxyd 466mg; Simethicon 20mg;,Magnesi hydroxyd 23.3mg/ml + Nhôm hydroxide 17.8mg/ml + Simethicon 1mg/ml; gói 20ml,Gel uống,Dung dịch/hỗn dịch/nhũ dịch uống,Hộp 30 gói x 20ml,,,Gói,TCCS,"24 tháng",VD-25066-16,Công ty TNHH United International Pharma,Việt Nam,Số 16 VSIP II - Đường số 7 - Khu công nghiệp Việt Nam-Singapore II - Khu liên hợp Công nghiệp-Dịch vụ-Đô thị Bình Dương - Phường Hòa Phú - Tp. Thủ Dầu Một - Tỉnh Bình Dương,Công ty TNHH United International Pharma,Việt Nam,Số 16 VSIP II - Đường số 7 - Khu công nghiệp Việt Nam-Singapore II - Khu liên hợp Công nghiệp-Dịch vụ-Đô thị Bình Dương - Phường Hòa Phú - Tp. Thủ Dầu Một - Tỉnh Bình Dương,2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Khác
"2d6b8ec6-0f32-4c2b-9c33-9b80cb94d17f",Các loại khác,Tân dược,Mylenfa II,Nhôm hydroxyd 200mg; Magnesi hydroxyd 200mg; Simethicon 20mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"200mg, 200mg, 20mg","200mg + 200mg + 20mg","Nhôm hydroxyd 200mg; Magnesi hydroxyd 200mg; Simethicon 20mg - 200mg, 200mg, 20mg",Magnesi hydroxyd 200mg + Nhôm hydroxide 200mg + Simethicon 20mg,Viên nén,Viên,"Hộp 10 vỉ x 10 viên, chai 50 viên, chai 100 viên",,,Viên,TCCS,"24 tháng",VD-25587-16,Công ty cổ phần dược Đồng Nai,Việt Nam,"221B Phạm Văn Thuận, p. Tân Tiến, Tp. Biên Hoà, Đồng Nai",Công ty cổ phần dược Đồng Nai,Việt Nam,"221B Phạm Văn Thuận, p. Tân Tiến, Tp. Biên Hoà, Đồng Nai",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
c386d166-67a6-4fad-a7ab-a898582f3b03,"Thuốc tác dụng trên dạ dày, ruột",Tân dược,Antilox forte,Mỗi gói 10g chứa: Magnesi hydroxyd 800mg; Nhôm hydroxyd (dưới dạng Nhôm hydroxyd gel khô) 800mg; Simethicon (dưới dạng Simethicon nhũ dịch 30%) 100mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"800mg, 800mg, 100mg","800mg + 800mg + 100mg","Mỗi gói 10g chứa: Magnesi hydroxyd 800mg; Nhôm hydroxyd (dưới dạng Nhôm hydroxyd gel khô) 800mg; Simethicon (dưới dạng Simethicon nhũ dịch 30%) 100mg - 800mg, 800mg, 100mg",Magnesi hydroxyd 800mg + Nhôm hydroxide 800mg + Simethicon 100mg,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,"Hộp 20 gói X 10g, hộp 50 gói x 10g",,,Gói,TCCS,"24 tháng",VD-26750-17,Công ty Cổ phần Dược phẩm An Thiên,Việt Nam,"314 Bông Sao, Phường 5, Quận 8, TP. Hồ Chí Minh",Công ty Cổ phần Dược phẩm An Thiên,Việt Nam,"C16, đường số 9, KCN Hiệp Phước, huyện Nhà Bè, TP. Hồ Chí Minh",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Khác
df5ba999-4b9a-4300-b2a7-97a711406c4a,"Thuốc tác dụng trên dạ dày, ruột",Tân dược,Tritenols fort,Mỗi gói 10 ml chứa: Nhôm hydroxyd (dưới dạng gel Nhôm hydroxyd khô) 800 mg; Magnesi hydroxyd (dưới dạng gel Magnesi hydroxyd 30%) 800 mg; Simethicon (dưới dạng nhũ tương Simethicon 30%) 100 mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"800 mg, 800 mg, 100 mg","80mg/ml + 80mg/ml + 10mg/ml; gói 10ml","Mỗi gói 10 ml chứa: Nhôm hydroxyd (dưới dạng gel Nhôm hydroxyd khô) 800 mg; Magnesi hydroxyd (dưới dạng gel Magnesi hydroxyd 30%) 800 mg; Simethicon (dưới dạng nhũ tương Simethicon 30%) 100 mg - 800 mg, 800 mg, 100 mg",Magnesi hydroxyd 80mg/ml + Nhôm hydroxide 80mg/ml + Simethicon 10mg/ml; gói 10ml,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,"Hộp 20 gói, 30 gói x 10 ml",,,Gói,TCCS,"36 tháng",VD-26891-17,Công ty cổ phần dược phẩm Me Di Sun,Việt Nam,"521 khu phố An Lợi, phường Hoà Lợi, thị xã Bến Cát, tỉnh Bình Dương",Công ty cổ phần dược phẩm Me Di Sun,Việt Nam,"521 khu phố An Lợi, phường Hoà Lợi, thị xã Bến Cát, tỉnh Bình Dương",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
"1160e56d-8d82-4bf1-9dc4-93ebe81e4a50",Các loại khác,Tân dược,Simanogel,"Mỗi gói 10g chứa: Nhôm hydroxyd gel (chứa 13% nhôm hydroxyd tương ứng 392,2mg nhôm oxyd) 3035mg; Magnesi hydroxyd 600,4mg; Simethicon 60mg",Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"3035mg, 600,4mg, 60mg","600.4mg + 3035mg + 60mg","Mỗi gói 10g chứa: Nhôm hydroxyd gel (chứa 13% nhôm hydroxyd tương ứng 392,2mg nhôm oxyd) 3035mg; Magnesi hydroxyd 600,4mg; Simethicon 60mg - 3035mg, 600,4mg, 60mg",Magnesi hydroxyd 600.4mg + Nhôm hydroxide 3035mg + Simethicon 60mg,Gel uống,Dung dịch/hỗn dịch/nhũ dịch uống,Hộp 20 gói x 10g,,,Gói,TCCS,"36 tháng",VD-27340-17,Công ty cổ phần SPM,Việt Nam,"Lô 51- Đường số 2- KCN Tân Tạo- P. Tân Tạo A, Q. Bình Tân- TP. HCM",Công ty cổ phần SPM,Việt Nam,"Lô 51- Đường số 2- KCN Tân Tạo- P. Tân Tạo A, Q. Bình Tân- TP. HCM",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
"4af9a8d7-6b28-4aa6-a9ee-0d11daf5f128",Thuốc dạ dày,Tân dược,Malthigas,Magnesi hydroxyd 200 mg; Nhôm hydroxyd (dưới dạng gel khô) 200 mg; Simethicon 25 mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"200 mg, 200 mg, 25 mg","200mg + 200mg + 25mg","Magnesi hydroxyd 200 mg; Nhôm hydroxyd (dưới dạng gel khô) 200 mg; Simethicon 25 mg - 200 mg, 200 mg, 25 mg",Magnesi hydroxyd 200mg + Nhôm hydroxide 200mg + Simethicon 25mg,Viên nén nhai,Viên,Hộp 6 vỉ x 10 viên,,,Viên,TCCS,"36 tháng",VD-28665-18,Công ty cổ phần dược phẩm Hà Tây,Việt Nam,"10A - Quang Trung - Hà Đông - Hà Nội",Công ty cổ phần dược phẩm Hà Tây,Việt Nam,Tổ dân phố số 4 - La Khê - Hà Đông - Tp. Hà Nội,2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Nhai
e842474b-6cb8-4c1f-b60c-20dc33510cd2,Thuốc dạ dày,Tân dược,Antizyme,Magnesi hydroxyd 200 mg; Gel nhôm hydroxyd khô 200 mg; Simethicon 20 mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"200 mg, 200 mg, 20 mg","200mg + 200mg + 20mg","Magnesi hydroxyd 200 mg; Gel nhôm hydroxyd khô 200 mg; Simethicon 20 mg - 200 mg, 200 mg, 20 mg",Magnesi hydroxyd 200mg + Nhôm hydroxide 200mg + Simethicon 20mg,Viên nhai,Viên,"hộp 10 vỉ x 10 viên, lọ 100 viên",,,Viên,TCCS,"36 tháng",VD-28979-18,Công ty cổ phần dược phẩm Me Di Sun,Việt Nam,"521 khu phố An Lợi, phường Hoà Lợi, thị xã Bến Cát, tỉnh Bình Dương",Công ty cổ phần dược phẩm Me Di Sun,Việt Nam,"521 khu phố An Lợi, phường Hoà Lợi, thị xã Bến Cát, tỉnh Bình Dương",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Nhai
"3828d1e9-ace1-48b4-89d1-1db201316344","Thuốc tác dụng trên dạ dày, ruột",Tân dược,Antilox plus,Mỗi gói 10g chứa Magnesi hydroxyd 800mg; Nhôm hydroxyd (dưới dạng Nhôm hydroxyd gel khô) 400mg; Simethicon (dưới dạng Simethicon nhũ dịch 30%) 80mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"800mg, 400mg, 80mg","400mg + 800mg + 80mg; gói 10000mg","Mỗi gói 10g chứa Magnesi hydroxyd 800mg; Nhôm hydroxyd (dưới dạng Nhôm hydroxyd gel khô) 400mg; Simethicon (dưới dạng Simethicon nhũ dịch 30%) 80mg - 800mg, 400mg, 80mg",Magnesi hydroxyd 400mg + Nhôm hydroxide 800mg + Simethicon 80mg; gói 10000mg,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,"Hộp 20 gói x 10g, hộp 50 gói x 10g",,,Gói,TCCS,"24 tháng",VD-29689-18,Công ty Cổ phần Dược phẩm An Thiên,Việt Nam,"314 Bông Sao, Phường 5, Quận 8, TP. Hồ Chí Minh",Công ty Cổ phần Dược phẩm An Thiên,Việt Nam,"C16, đường số 9, KCN Hiệp Phước, huyện Nhà Bè, TP. Hồ Chí Minh",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
"8e6b9d08-e6f0-4d36-8c70-b91bfb60fc4f",Các loại khác,Tân dược,Hantacid,Mỗi ống 10 ml chứa: Gel nhôm hydroxyd khô 220 mg; Magnesi hydroxyd 195 mg; Simethicon 25 mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"220 mg, 195 mg, 25 mg","19.5 mg/ml + 22mg/ml + 2.5mg/ml; gói 10ml","Mỗi ống 10 ml chứa: Gel nhôm hydroxyd khô 220 mg; Magnesi hydroxyd 195 mg; Simethicon 25 mg - 220 mg, 195 mg, 25 mg",Magnesi hydroxyd 19.5 mg/ml + Nhôm hydroxide 22mg/ml + Simethicon 2.5mg/ml; gói 10ml,Thuốc nước uống,Dung dịch/hỗn dịch/nhũ dịch uống,"Hộp 10 ống, 20 ống, 30 ống, 40 ống x 10 ml",,,Ống,TCCS,"24 tháng",VD-31072-18,Công ty cổ phần dược phẩm CPC1 Hà Nội,Việt Nam,"Cụm công nghiệp Hà Bình Phương, xã Văn Bình, huyện Thường Tín, Tp. Hà Nội",Công ty cổ phần Dược phẩm CPC1 Hà Nội,Việt Nam,"Cụm công nghiệp Hà Bình Phương, xã Văn Bình, huyện Thường Tín, Tp. Hà Nội",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
e44518cc-4f11-403e-b6a3-dedb37519a2a,Thuốc dạ dày,Tân dược,Biviantac Fort,Nhôm hydroxyd dạng gel khô (tương đương 306mg nhôm hydroxyd hoặc 200mg nhôm oxyd) 400mg; Magnesi hydroxyd 400mg; Simethicon (dưới dạng bột simethicon 60%-70%) 40mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"400mg, 400mg, 40mg","400mg + 400mg + 40mg","Nhôm hydroxyd dạng gel khô (tương đương 306mg nhôm hydroxyd hoặc 200mg nhôm oxyd) 400mg; Magnesi hydroxyd 400mg; Simethicon (dưới dạng bột simethicon 60%-70%) 40mg - 400mg, 400mg, 40mg",Magnesi hydroxyd 400mg + Nhôm hydroxide 400mg + Simethicon 40mg,Viên nén nhai,Viên,"Hộp 3 vỉ, 4 vỉ, 5 vỉ x 10 viên; Hộp 1 chai 40 viên",,,Viên,TCCS,"36 tháng",VD-31443-19,Công ty Cổ phần BV Pharma,Việt Nam,"Ấp 2, Xã Tân Thạnh Tây, Huyện Củ Chi,Thành phố Hồ Chí Minh",Công ty Cổ phần BV Pharma,Việt Nam,"Ấp 2, Xã Tân Thạnh Tây, Huyện Củ Chi,Thành phố Hồ Chí Minh",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
"016324a9-6734-41b9-8e83-07764b7545f2",Loại khác,Tân dược,Aquima,"Mỗi 10 ml hỗn dịch chứa: Nhôm hydroxyd gel khô (tương đương Nhôm hydroxyd 351,9mg) 460mg; Magnesi hydroxyd (dưới dạng Magnesi hydroxyd paste 30% 1.333,34mg) 400mg; Simethicon (dưới dạng Simethicon emulsion 30% 166,66mg) 50mg",Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"460mg, 400mg, 50mg","","Mỗi 10 ml hỗn dịch chứa: Nhôm hydroxyd gel khô (tương đương Nhôm hydroxyd 351,9mg) 460mg; Magnesi hydroxyd (dưới dạng Magnesi hydroxyd paste 30% 1.333,34mg) 400mg; Simethicon (dưới dạng Simethicon emulsion 30% 166,66mg) 50mg - 460mg, 400mg, 50mg",Magnesi hydroxyd  + Nhôm hydroxide  + Simethicon ,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,"Hộp 20 gói x 10ml; Hộp 1 chai x 90ml, 120ml, 150ml, 180ml, 210ml",,,Chai + Gói,TCCS,"36 tháng",VD-32231-19,Công ty cổ phần tập đoàn Merap,Việt Nam,"Thôn Bá Khê, xã Tân Tiến, huyện Văn Giang, Hưng Yên",Công ty cổ phần tập đoàn Merap,Việt Nam,"Thôn Bá Khê, xã Tân Tiến, huyện Văn Giang, Hưng Yên",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
b6f45c41-f2f0-4019-b08c-4ccd4c66b654,thuốc đường tiêu hóa,Tân dược,Gelactive Fort,Mỗi gói 10ml hỗn dịch uống chứa: Nhôm hydroxyd (dưới dạng Nhôm hydroxyd gel 20%) 300mg; Magnesi hydroxyd (dưới dạng Magnesi hydroxid 30%) 400mg; Simethicon (dưới dạng Simethicon nhũ tương 30%) 30mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"300mg, 400mg, 30mg","40mg/ml + 30mg/ml + 3mg/ml; gói 10ml","Mỗi gói 10ml hỗn dịch uống chứa: Nhôm hydroxyd (dưới dạng Nhôm hydroxyd gel 20%) 300mg; Magnesi hydroxyd (dưới dạng Magnesi hydroxid 30%) 400mg; Simethicon (dưới dạng Simethicon nhũ tương 30%) 30mg - 300mg, 400mg, 30mg",Magnesi hydroxyd 40mg/ml + Nhôm hydroxide 30mg/ml + Simethicon 3mg/ml; gói 10ml,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,Hộp 10 gói x 10ml; Hộp 20 gói x 10ml; Hộp 30 gói x 10ml,,,Gói,TCCS,"36 tháng",VD-32408-19,Công ty TNHH Liên doanh HASAN - DERMAPHARM,Việt Nam,Lô B - Đường số 2 - Khu Công nghiệp Đồng An - Thị xã Thuận An - Tỉnh Bình Dương,Công ty TNHH Liên doanh HASAN - DERMAPHARM,Việt Nam,Lô B - Đường số 2 - Khu Công nghiệp Đồng An - Thị xã Thuận An - Tỉnh Bình Dương,2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
"185bbe15-0cb7-4cce-aa3b-ddeb00265bdd",khac,Tân dược,Bostogel,"Mỗi gói 15g chứa: Nhôm hydroxyd gel 20% (tương đương 351,9mg Nhôm hydroxyd) 1759,5mg; Magnesi hydroxyd paste 31% (tương đương 400mg Magnesi hydroxyd) 1290,32mg; Simethicon emulsion 30% (tương đương Simethicon 50mg) 166,66mg",Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"1759,5mg, 1290,32mg, 166,66mg","400mg + 351.9mg + 166.66mg","Mỗi gói 15g chứa: Nhôm hydroxyd gel 20% (tương đương 351,9mg Nhôm hydroxyd) 1759,5mg; Magnesi hydroxyd paste 31% (tương đương 400mg Magnesi hydroxyd) 1290,32mg; Simethicon emulsion 30% (tương đương Simethicon 50mg) 166,66mg - 1759,5mg, 1290,32mg, 166,66mg",Magnesi hydroxyd 400mg + Nhôm hydroxide 351.9mg + Simethicon 166.66mg,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,"Hộp 20, 26, 30 gói x 15g",,,Gói,TCCS,"36 tháng",VD-32504-19,Công ty Cổ phần Dược phẩm Boston Việt Nam,Việt Nam,"Số 43, Đường số 8, KCN Việt Nam - Singapore, Thuận An, Bình Dương",Công ty Cổ phần Dược phẩm Boston Việt Nam,Việt Nam,"Số 43, Đường số 8, KCN Việt Nam - Singapore, Thuận An, Bình Dương",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
"2e958511-1a75-4118-9b36-b8d7c88bbb46","Thuốc tác dụng trên dạ dày, ruột",Tân dược,Maloxid Plus,Nhôm hydroxyd (gel khô) 200mg ; Magnesi hydroxyd 200mg ; Simethicone 25mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"200mg , 200mg , 25mg","200mg + 200mg + 25mg","Nhôm hydroxyd (gel khô) 200mg ; Magnesi hydroxyd 200mg ; Simethicone 25mg - 200mg , 200mg , 25mg",Magnesi hydroxyd 200mg + Nhôm hydroxide 200mg + Simethicon 25mg,Viên nhai,Viên,Hộp 10 vỉ x 10 viên,,,Viên,TCCS,"36 tháng",VD-32571-19,Công ty cổ phần hoá-dược phẩm Mekophar,Việt Nam,"297/5 Lý Thường Kiệt, quận 11, Tp. Hồ Chí Minh",Công ty cổ phần hoá-dược phẩm Mekophar,Việt Nam,"297/5 Lý Thường Kiệt, Phường 15, Quận 11, Tp. Hồ Chí Minh",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Nhai
"219df1a5-00bb-4824-a5c6-f62e45161920",Các loại khác,Tân dược,Simegaz Plus,"Mỗi gói 10ml chứa: Nhôm hydroxyd (dưới dạng Nhôm hydroxyd gel) 0,61g; Magnesi hydroxyd 0,8g; Simethicon (dưới dạng Simethicon emulsion 30%) 0,08g",Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"0,61g, 0,8g, 0,08g","80mg/ml + 61mg/ml + 8mg/ml; gói 10ml","Mỗi gói 10ml chứa: Nhôm hydroxyd (dưới dạng Nhôm hydroxyd gel) 0,61g; Magnesi hydroxyd 0,8g; Simethicon (dưới dạng Simethicon emulsion 30%) 0,08g - 0,61g, 0,8g, 0,08g",Magnesi hydroxyd 80mg/ml + Nhôm hydroxide 61mg/ml + Simethicon 8mg/ml; gói 10ml,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,Hộp 20 gói x 10ml,,,Gói,TCCS,"24 tháng",VD-33504-19,Công ty Cổ phần Dược phẩm OPV,Việt Nam,"Số 27, Đường 3A, KCN Biên Hòa II, Phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai.",Công ty Cổ phần Dược phẩm OPV,Việt Nam,"Số 27, Đường 3A, KCN Biên Hòa II, Phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai.",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
"205b11ad-8769-4bc2-aba0-c4a7fceb0d23",Chống nhiễm khuẩn - KST,,Biodacyna,Amikacin,Amikacin,"250 mg/ml","500mg",Amikacin - 250 mg/ml,Amikacin 500mg,Dung dịch tiêm,Thuốc tiêm,Hộp 1 lọ 2 ml,,,Lọ,Nhà sản xuất,"36 tháng",VN-7346-03,Ciech S.A,Poland,"00-950 Warszawa 46/50 Powazkowska St.",Bioton Co. Ltd,Poland,"Macienrzysz 12 Poznaska St. 05-850, Ozarow Mazowiecki.",2021-12-31 14:58:21.600 +0700,2021-12-31 14:58:21.600 +0700,Ba Lan,Khác
"69d3f795-18e7-406f-bb4a-bd143880a418",Thuốc dạ dày,Tân dược,Meyerlanta,Aluminium hydroxyd (dưới dạng gel khô) 200mg; Magnesi hydroxyd 200mg; Simethicon 25mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"200mg, 200mg, 25mg","200mg + 200mg + 25mg","Aluminium hydroxyd (dưới dạng gel khô) 200mg; Magnesi hydroxyd 200mg; Simethicon 25mg - 200mg, 200mg, 25mg",Magnesi hydroxyd 200mg + Nhôm hydroxide 200mg + Simethicon 25mg,Viên nén nhai,Viên,"Hộp 1 chai x 100 viên, 500 viên; Hộp 10 vỉ x 10 viên",,,Viên,TCCS,"36 tháng",VD-33831-19,Công ty liên doanh Meyer-BPC,Việt Nam,"6A3, quốc lộ 60, phường Phú Tân, thành phố Bến Tre, tỉnh Bến tre",Công ty liên doanh Meyer-BPC,Việt Nam,"6A3, quốc lộ 60, phường Phú Tân, thành phố Bến Tre, tỉnh Bến tre",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
f5a68ca7-8c95-47f4-b39b-61d9bf8597f0,Thuốc dạ dày,Tân dược,Meyermil gel,"Mỗi 20ml chế phẩm chứa Nhôm hydroxide (tương đương với nhôm hydroxyd gel khô 465,35mg) 356mg; Magnesi hydroxyd 466mg; Simethicon 20mg",Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"356mg, 466mg, 20mg","23.3mg/ml + 12.8mg/ml + 1mg/ml; gói 10ml","Mỗi 20ml chế phẩm chứa Nhôm hydroxide (tương đương với nhôm hydroxyd gel khô 465,35mg) 356mg; Magnesi hydroxyd 466mg; Simethicon 20mg - 356mg, 466mg, 20mg",Magnesi hydroxyd 23.3mg/ml + Nhôm hydroxide 12.8mg/ml + Simethicon 1mg/ml; gói 10ml,Gel uống,Dung dịch/hỗn dịch/nhũ dịch uống,Hộp 30 gói x 20ml,,,Gói,TCCS,"24 tháng",VD-33833-19,Công ty liên doanh Meyer-BPC,Việt Nam,"6A3, quốc lộ 60, phường Phú Tân, thành phố Bến Tre, tỉnh Bến tre",Công ty liên doanh Meyer-BPC,Việt Nam,"6A3, quốc lộ 60, phường Phú Tân, thành phố Bến Tre, tỉnh Bến tre",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
"0af49614-da36-4991-b091-3b665f5ce086",thuốc đường tiêu hóa,Tân dược,Mathomax-s gel plus,Mỗi 1ml hỗn dịch uống chứa: Nhôm hydroxyd gel khô 800mg; Magnesi hydroxyd 800mg; Simethicon 60mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"800mg, 800mg, 60mg","80mg/ml + 80mg/ml + 6mg/ml; gói 10ml","Mỗi 1ml hỗn dịch uống chứa: Nhôm hydroxyd gel khô 800mg; Magnesi hydroxyd 800mg; Simethicon 60mg - 800mg, 800mg, 60mg",Magnesi hydroxyd 80mg/ml + Nhôm hydroxide 80mg/ml + Simethicon 6mg/ml; gói 10ml,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,Hộp 30 gói x 10ml,,,Gói,TCCS,"36 tháng",VD-33910-19,Công ty TNHH Liên doanh HASAN - DERMAPHARM,Việt Nam,Lô B - Đường số 2 - Khu Công nghiệp Đồng An - Thị xã Thuận An - Tỉnh Bình Dương,Công ty TNHH Liên doanh HASAN - DERMAPHARM,Việt Nam,Lô B - Đường số 2 - Khu Công nghiệp Đồng An - Thị xã Thuận An - Tỉnh Bình Dương,2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,Uống
b1e256e4-4967-46e5-99b8-416d4b9c5c7f,,Tân dược,Apigel-Plus,Mỗi ml chứa: Nhôm hydroxyd 80mg ; Magnesi hydroxyd  80mg ; Simethicon 8mg,Magnesi hydroxyd + Nhôm hydroxide + Simethicon,"80mg , 80mg , 8mg","80mg/ml + 80mg/ml + 8mg/ml; gói 10ml","Mỗi ml chứa: Nhôm hydroxyd 80mg ; Magnesi hydroxyd  80mg ; Simethicon 8mg - 80mg , 80mg , 8mg",Magnesi hydroxyd 80mg/ml + Nhôm hydroxide 80mg/ml + Simethicon 8mg/ml; gói 10ml,Hỗn dịch uống,Dung dịch/hỗn dịch/nhũ dịch uống,"Hộp 20 gói, 30 gói, 50 gói x 10ml",,,Gói,TCCS,"36 tháng",VD-33983-20,Công ty cổ phần dược Apimed.,Việt Nam,"263/9 Lý Thường Kiệt, phường 15, quận 11, thành phố Hồ Chí Minh",Công ty cổ phần dược Apimed,Việt Nam,"Đường N1, cụm công nghiệp Phú Thạnh - Vĩnh Thanh, xã Vĩnh Thanh, huyện Nhơn Trạch, tỉnh Đồng Nai",2021-12-31 14:58:21.215 +0700,2021-12-31 14:58:21.215 +0700,Việt Nam,
