"id","from","to","createdAt","updatedAt"
2919,네오투스시럽(레보드로프로피진),neotus syrup (levodropropizin),2021-04-19 17:15:20.094 +0700,2021-04-19 17:15:20.094 +0700
2930,세프론건조시럽(세프프로질)_(2.5g/100ml),cepron dry syrup (cefprozil)_(2.5g/100ml),2021-04-19 17:15:22.666 +0700,2021-04-19 17:15:22.666 +0700
2955,판듀알정,pandual tablet,2021-04-19 17:15:28.371 +0700,2021-04-19 17:15:28.371 +0700
2965,후루마정(탈니플루메이트)_(0.37g/1정),furuma tablet (talniflumate)_(0.37g/1 tablet),2021-04-19 17:15:30.475 +0700,2021-04-19 17:15:30.475 +0700
2970,카르딜엑스엘서방정4밀리그람(메실산독사조신)_(4.85mg/1정),cardil xl extended-release tablet 4 milligrams (doxazosin mesylate)_(4.85mg/1 tablet),2021-04-19 17:15:31.945 +0700,2021-04-19 17:15:31.945 +0700
3084,뉴로베라주(돼지뇌펩티드)_(4.304g/20ml),neurovera juice (pork brain peptide)_(4.304g/20ml),2021-04-19 17:15:59.888 +0700,2021-04-19 17:15:59.888 +0700
3089,오놀캡슐(오메프라졸)_(20mg/1캡슐),onol capsule (omeprazole)_(20mg/1 capsule),2021-04-19 17:16:01.374 +0700,2021-04-19 17:16:01.374 +0700
3113,유니코프시럽(레보드로프로피진),unicorp syrup (levodropropizin),2021-04-19 17:16:07.196 +0700,2021-04-19 17:16:07.196 +0700
2666,테코닌주(타이코플라닌),teconin (tycoplanin),2021-04-19 17:14:20.444 +0700,2021-04-19 17:14:20.444 +0700
2669,암로디젠정(암로디핀베실산염)_(6.944mg/1정),amlodigen tablet (amlodipine besylate)_(6.944mg/1 tablet),2021-04-19 17:14:21.176 +0700,2021-04-19 17:14:21.176 +0700
2671,에포론주사액프리필드시린지10000iu/ml(재조합인에리스로포이에틴),eporon injection solution pre-filled syringe 10000 iu/ml (recombinant erythropoietin),2021-04-19 17:14:21.772 +0700,2021-04-19 17:14:21.772 +0700
2754,아스피겔캡슐_(1캡슐),aspigel capsule_(1 capsule),2021-04-19 17:14:41.523 +0700,2021-04-19 17:14:41.523 +0700
2757,산도스파록세틴정(무수염산파록세틴)_(22.2mg/1정),sandosparoxetine tablet (paroxetine anhydrous hydrochloride)_(22.2mg/1 tablet),2021-04-19 17:14:42.245 +0700,2021-04-19 17:14:42.245 +0700
2759,알비스d정_(1정),albis d tablet_(1 tablet),2021-04-19 17:14:42.804 +0700,2021-04-19 17:14:42.804 +0700
2776,로제듀오정10/20밀리그램_(1정),rose duo tablet 10/20mg_(1 tablet),2021-04-19 17:14:46.699 +0700,2021-04-19 17:14:46.699 +0700
2790,씨트라셋정_(1정),citraset tablet_(1 tablet),2021-04-19 17:14:50.073 +0700,2021-04-19 17:14:50.073 +0700
2792,인타신첩부제(인도메타신)_(10x7㎠/1매),intacin patch (indomethacin)_(10x7㎠/1sheet),2021-04-19 17:14:50.443 +0700,2021-04-19 17:14:50.443 +0700
2797,산도스몬테루카스트세립4밀리그램(몬테루카스트나트륨)_(4.15mg/1포),sandosmonterukast fine grain 4mg (monterukast sodium)_(4.15mg/1 packet),2021-04-19 17:14:51.754 +0700,2021-04-19 17:14:51.754 +0700
2821,더마크린에취씨로션1%(히드로코르티손)_(0.6g/60ml),the marclin etch c lotion 1% (hydrocortisone)_(0.6g/60ml),2021-04-19 17:14:57.136 +0700,2021-04-19 17:14:57.136 +0700
2823,그로트로핀투주(재조합인성장호르몬),grotropintoju (recombinant growth hormone),2021-04-19 17:14:57.641 +0700,2021-04-19 17:14:57.641 +0700
2830,하나염산페치딘주사_(50mg/1ml),phetchidine hana hydrochloride injection_(50mg/1ml),2021-04-19 17:14:59.184 +0700,2021-04-19 17:14:59.184 +0700
2905,티알듀오정80/10밀리그램_(1정),trduo tablet 80/10mg_(1 tablet),2021-04-19 17:15:16.811 +0700,2021-04-19 17:15:16.811 +0700
2909,텔미노바정40/10mg_(1정),telminova tablet 40/10mg_(1 tablet),2021-04-19 17:15:17.957 +0700,2021-04-19 17:15:17.957 +0700
2912,엔피토린정10/20mg_(1정),enphytorin tablet 10/20mg_(1 tablet),2021-04-19 17:15:18.552 +0700,2021-04-19 17:15:18.552 +0700
2916,글리세틸정(콜린알포세레이트)_(0.4g/1정),glyceryl tablet (choline alfoscerate)_(0.4g/1 tablet),2021-04-19 17:15:19.383 +0700,2021-04-19 17:15:19.383 +0700
2921,슈글렛정50밀리그램(이프라글리플로진l-프롤린)_(64.3mg/1정),sugarlet tablet 50mg (ifragliflozinl-proline)_(64.3mg/1 tablet),2021-04-19 17:15:20.498 +0700,2021-04-19 17:15:20.498 +0700
2923,베포민정(베포타스틴베실산염)_(10mg/1정),beformin tablet (bepotastine besylate)_(10mg/1 tablet),2021-04-19 17:15:20.957 +0700,2021-04-19 17:15:20.957 +0700
2926,메타키트주사(세프메타졸나트륨)_(1키트),meta kit injection (cefmethazole sodium)_(1 kit),2021-04-19 17:15:21.639 +0700,2021-04-19 17:15:21.639 +0700
2932,디오브이정80mg(발사르탄)_(80mg/1정),d.v. tablet 80mg (valsartan)_(80mg/1 tablet),2021-04-19 17:15:23.078 +0700,2021-04-19 17:15:23.078 +0700
2942,렉사민정5밀리그램(에스시탈로프람옥살산염)_(6.39mg/1정),lexamine tablet 5mg (escitalopramoxalate)_(6.39mg/1 tablet),2021-04-19 17:15:25.310 +0700,2021-04-19 17:15:25.310 +0700
2944,무코치올에스산(메칠-엔에스-디아세틸시스테인)_(4.5g/30g),non-cothiolsic acid (methyl-ns-diacetylcysteine)_(4.5g/30g),2021-04-19 17:15:25.785 +0700,2021-04-19 17:15:25.785 +0700
2971,바이오로지컬드레싱스폰지22.6mg(업저버블젤라틴스폰지),biologic dressing sponge 22.6mg (upable gelatin sponge),2021-04-19 17:15:32.272 +0700,2021-04-19 17:15:32.272 +0700
2990,아리니자티딘캡슐150밀리그램_(0.15g/1캡슐),arinizatidine capsule 150mg_(0.15g/1capsule),2021-04-19 17:15:36.564 +0700,2021-04-19 17:15:36.564 +0700
2996,테로스정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),theros tablet 2mg (terazosin hydrochloride hydrate)_(2.374mg/1 tablet),2021-04-19 17:15:38.204 +0700,2021-04-19 17:15:38.204 +0700
3003,에코론크림(수출명:더마트리스크림)_(15g),eco-lone cream (export name: derma tree cream)_(15g),2021-04-19 17:15:40.142 +0700,2021-04-19 17:15:40.142 +0700
3005,본플러스디정_(1정),bonplus d tablet_(1 tablet),2021-04-19 17:15:40.999 +0700,2021-04-19 17:15:40.999 +0700
3007,싸이포린엔점안액0.05%(사이클로스포린),cyporine n eye drops 0.05% (cyclosporine),2021-04-19 17:15:41.472 +0700,2021-04-19 17:15:41.472 +0700
3034,인베가서스티나주사234mg(팔리페리돈팔미테이트)_(0.234g/1.5ml),invegastina injection 234mg (paliperidone palmitate)_(0.234g/1.5ml),2021-04-19 17:15:48.224 +0700,2021-04-19 17:15:48.224 +0700
3036,크래리스건조시럽250밀리그램/5밀리리터(클래리트로마이신)_(3.5g/70ml),crisis dried syrup 250mg/5ml (clarithromycin)_(3.5g/70ml),2021-04-19 17:15:48.643 +0700,2021-04-19 17:15:48.643 +0700
3040,에버레이300주(이오헥솔)_(25.88g/40ml),everray 300 (iohexol)_(25.88g/40ml),2021-04-19 17:15:49.573 +0700,2021-04-19 17:15:49.573 +0700
3067,중헌에피나스틴염산염정10밀리그램_(10mg/1정),jungheon epinastine hydrochloride tablet 10mg_(10mg/1 tablet),2021-04-19 17:15:55.897 +0700,2021-04-19 17:15:55.897 +0700
3077,넥리카캡슐75mg(프레가발린)_(75mg/1캡슐),nelica capsule 75mg (pregabalin)_(75mg/1 capsule),2021-04-19 17:15:58.198 +0700,2021-04-19 17:15:58.198 +0700
3087,로자인플러스에프정_(1정),rosain plus f tablet_(1 tablet),2021-04-19 17:16:00.913 +0700,2021-04-19 17:16:00.913 +0700
3100,유니페리돈정(리스페리돈)_(2mg/1정),uniperidone tablet (risperidone)_(2mg/1 tablet),2021-04-19 17:16:04.035 +0700,2021-04-19 17:16:04.035 +0700
3103,메토폴정(메트포르민염산염)_(0.5g/1정),methopol tablet (metformin hydrochloride)_(0.5g/1 tablet),2021-04-19 17:16:04.641 +0700,2021-04-19 17:16:04.641 +0700
3106,오구멘탐정375mg_(1정),detective ogumen 375mg_ (1 tablet),2021-04-19 17:16:05.454 +0700,2021-04-19 17:16:05.454 +0700
3111,오비케어구강붕해필름10밀리그램(솔리페나신숙신산염)_(10mg/1장),obicare oral disintegrating film 10mg (solifenacin succinate)_(10mg/1sheet),2021-04-19 17:16:06.633 +0700,2021-04-19 17:16:06.633 +0700
2684,메니마겔(메트로니다졸)_(75mg/10g),menimagel (metronidazole)_(75mg/10g),2021-04-19 17:14:24.830 +0700,2021-04-19 17:14:24.830 +0700
2686,디오발탄정80밀리그램(발사르탄)_(80mg/1정),diovaltan tablet 80mg (valsartan)_(80mg/1 tablet),2021-04-19 17:14:25.242 +0700,2021-04-19 17:14:25.242 +0700
2688,아토로틴정20밀리그램(아토르바스타틴칼슘수화물)_(21.7mg/1정),atorotene tablet 20mg (atorvastatin calcium hydrate)_(21.7mg/1 tablet),2021-04-19 17:14:25.643 +0700,2021-04-19 17:14:25.643 +0700
2693,실로존에프정_(1정),silozone f tablet_(1 tablet),2021-04-19 17:14:26.873 +0700,2021-04-19 17:14:26.873 +0700
2696,트리도파정125/31.25/200밀리그램_(1정),tridopa tablet 125/31.25/200mg_(1 tablet),2021-04-19 17:14:27.544 +0700,2021-04-19 17:14:27.544 +0700
2701,케릭스주사(리포좀화한독소루비신염산염)_(20mg/10ml),kerix injection (liposomalized doxorubicin hydrochloride)_(20mg/10ml),2021-04-19 17:14:28.765 +0700,2021-04-19 17:14:28.765 +0700
2705,세비액트정 5/40밀리그램_(1정),sevi act 5/40mg_(1 tablet),2021-04-19 17:14:29.759 +0700,2021-04-19 17:14:29.759 +0700
2707,엑스디핀정5/160밀리그램_(1정),xdipin tablet 5/160mg_(1 tablet),2021-04-19 17:14:30.169 +0700,2021-04-19 17:14:30.169 +0700
2712,코디르탄정160/12.5밀리그램,cordirtanjung 160/12.5mg,2021-04-19 17:14:31.190 +0700,2021-04-19 17:14:31.190 +0700
2714,이리테칸주(이리노테칸염산염)_(0.2g/10ml),iritecanju (irinotecan hydrochloride)_(0.2g/10ml),2021-04-19 17:14:31.711 +0700,2021-04-19 17:14:31.711 +0700
2717,유로스틴정10밀리그램(로수바스타틴칼슘)_(10.4mg/1정),eurosteen tablets 10mg (rosuvastatin calcium)_(10.4mg/1tablet),2021-04-19 17:14:32.368 +0700,2021-04-19 17:14:32.368 +0700
2723,탐시케어서방정0.4밀리그램(탐스로신염산염)_(0.4mg/1정),tamsi care sustained-release tablet 0.4 mg (tamsrosine hydrochloride)_(0.4mg/1 tablet),2021-04-19 17:14:33.913 +0700,2021-04-19 17:14:33.913 +0700
2752,리피메트서방정10/1000밀리그램_(1정),repimet slow-release tablet 10/1000mg_(1 tablet),2021-04-19 17:14:40.930 +0700,2021-04-19 17:14:40.930 +0700
2782,알기론주사액(시메트로퓸브롬화물),algiron injection (symetropium bromide),2021-04-19 17:14:48.188 +0700,2021-04-19 17:14:48.188 +0700
2784,네보트론정(네비보롤염산염)_(5.45mg/1정),nebotron tablet (neviborol hydrochloride)_(5.45mg/1 tablet),2021-04-19 17:14:48.641 +0700,2021-04-19 17:14:48.641 +0700
2788,프롤리아프리필드시린지(데노수맙)_(60mg/1ml),prolia prefilled syringe (denosumab)_(60mg/1ml),2021-04-19 17:14:49.679 +0700,2021-04-19 17:14:49.679 +0700
2796,루미넥스연질캡슐(빌베리건조엑스)_(0.17g/1캡슐),luminex soft capsule (bilberry dry extract)_(0.17g/1 capsule),2021-04-19 17:14:51.468 +0700,2021-04-19 17:14:51.468 +0700
2805,란섹정(란소프라졸),lansec tablet (lansoprazole),2021-04-19 17:14:53.505 +0700,2021-04-19 17:14:53.505 +0700
2808,녹십자엔테카비르정1밀리그램_(1.065mg/1정),green cross entecavir tablet 1mg_(1.065mg/1 tablet),2021-04-19 17:14:54.190 +0700,2021-04-19 17:14:54.190 +0700
2811,브로날린패취1.0mg(툴로부테롤)_(2.25x2.25㎠/1매),bronaline patch 1.0mg (tulobuterol)_(2.25x2.25㎠/1sheet),2021-04-19 17:14:54.874 +0700,2021-04-19 17:14:54.874 +0700
2822,엔비어드구강용해필름1.0mg(엔테카비르일수화물)_(1.06mg/1매),envired oral dissolving film 1.0mg (entecavir monohydrate)_(1.06mg/1sheet),2021-04-19 17:14:57.386 +0700,2021-04-19 17:14:57.386 +0700
2827,씨에이피디4밸런스복강투석액_(2500ml),cpd4 balance peritoneal dialysis solution_(2500ml),2021-04-19 17:14:58.560 +0700,2021-04-19 17:14:58.560 +0700
2829,아스타트크림(라노코나졸)_(0.1g/10g),astar cream (lanoconazole)_(0.1g/10g),2021-04-19 17:14:59.028 +0700,2021-04-19 17:14:59.028 +0700
2872,보령메이액트정100밀리그램(세프디토렌피복실)_(0.1g/1정),boryeong may act 100mg (cefditorren coated room)_(0.1g/1tablet),2021-04-19 17:15:09.284 +0700,2021-04-19 17:15:09.284 +0700
2886,레보진시럽(레보드로프로피진)_(3g/500ml),levogin syrup (levodropropizin)_(3g/500ml),2021-04-19 17:15:12.609 +0700,2021-04-19 17:15:12.609 +0700
2889,프레가닌캡슐75밀리그램(프레가발린)_(75mg/1캡슐),preganin capsule 75mg (pregabalin)_(75mg/1 capsule),2021-04-19 17:15:13.231 +0700,2021-04-19 17:15:13.231 +0700
2892,브이자탄플러스정80/12.5mg_(1정),vizatan plus tablet 80/12.5mg_(1 tablet),2021-04-19 17:15:13.844 +0700,2021-04-19 17:15:13.844 +0700
2894,한불라베린정10mg(라베프라졸나트륨),hanbul laberin tablet 10mg (rabeprazole sodium),2021-04-19 17:15:14.302 +0700,2021-04-19 17:15:14.302 +0700
2897,세라비스정5/40밀리그램_(1정),cerabis tablet 5/40mg_(1 tablet),2021-04-19 17:15:14.973 +0700,2021-04-19 17:15:14.973 +0700
2901,발타란정80밀리그램(발사르탄)_(80mg/1정),baltaran tablet 80mg (valsartan)_(80mg/1 tablet),2021-04-19 17:15:15.948 +0700,2021-04-19 17:15:15.948 +0700
2904,라모카인크림(프라목신염산염),ramokine cream (pramoxine hydrochloride),2021-04-19 17:15:16.560 +0700,2021-04-19 17:15:16.560 +0700
2914,가바프론캡슐(가바펜틴),gabapron capsule (gabapentin),2021-04-19 17:15:18.914 +0700,2021-04-19 17:15:18.914 +0700
2917,오소넬정(리세드론산나트륨)_(35mg/1정),orsonel tablet (sodium risedronate)_(35mg/1 tablet),2021-04-19 17:15:19.641 +0700,2021-04-19 17:15:19.641 +0700
2920,싸이포린엔점안액0.05%(사이클로스포린)_(0.2mg/0.4ml),cyporin n eye drops 0.05% (cyclosporine)_(0.2mg/0.4ml),2021-04-19 17:15:20.290 +0700,2021-04-19 17:15:20.290 +0700
2929,몬텐정10밀리그램 (몬테루카스트나트륨)_(10.4mg/1정),monten tablets 10mg (monterukast sodium)_(10.4mg/1tablet),2021-04-19 17:15:22.437 +0700,2021-04-19 17:15:22.437 +0700
2936,페메신액상주25밀리그램/밀리리터(페메트렉시드이나트륨염2.5수화물)_(0.966576g/32ml),pemesin liquid liquor 25 mg/milliliter (pemetrexide disodium salt 2.5 hydrate)_(0.966576g/32ml),2021-04-19 17:15:23.871 +0700,2021-04-19 17:15:23.871 +0700
2951,클라리틴정(로라타딘),claritin tablet (loratadine),2021-04-19 17:15:27.514 +0700,2021-04-19 17:15:27.514 +0700
2953,유스틸렌정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),eustyrene tablets (95% ethanol soft extract (20→1))_(60mg/1 tablet),2021-04-19 17:15:27.885 +0700,2021-04-19 17:15:27.885 +0700
2973,에이알아이요오드화나트륨(131i)캅셀_(5.55gbq(150mci)/1캡슐),aa sodium iodide (131i) capsule_(5.55gbq(150mci)/1 capsule),2021-04-19 17:15:32.774 +0700,2021-04-19 17:15:32.774 +0700
2984,트라보겐크림(이소코나졸질산염),travogen cream (isoconazole nitrate),2021-04-19 17:15:35.236 +0700,2021-04-19 17:15:35.236 +0700
2991,세티진정(세티리진염산염)_(10mg/1정),cetizine tablet (cetirizine hydrochloride)_(10mg/1 tablet),2021-04-19 17:15:36.769 +0700,2021-04-19 17:15:36.769 +0700
2993,알레세틴액(염산레보세티리진),alesetine solution (levocetirizine hydrochloride),2021-04-19 17:15:37.281 +0700,2021-04-19 17:15:37.281 +0700
2998,글리메린정2밀리그람(글리메피리드)_(2mg/1정),glymerin tablet 2 milligrams (glimepiride)_(2mg/1 tablet),2021-04-19 17:15:38.804 +0700,2021-04-19 17:15:38.804 +0700
3001,마이카민주사50밀리그램(미카펑긴나트륨)_(50mg/1병),mica min injection 50mg (micafungin sodium)_(50mg/1 bottle),2021-04-19 17:15:39.672 +0700,2021-04-19 17:15:39.672 +0700
3004,"오스힐정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1), 0.4054g/1정)","oshill jeong_(angelica, mokgwa, bangpung, sokdan, ogapi, wooseul, wiryeongseon, yugye, jinkyo, cheongung, cheonma, honghwa 25% ethanol soft extract (3.5→1), 0.4054g/1 tablet)",2021-04-19 17:15:40.444 +0700,2021-04-19 17:15:40.444 +0700
3006,리블리스점안액(히알루론산나트륨)_(0.35mg/0.35ml),riblis eye drops (sodium hyaluronate)_(0.35mg/0.35ml),2021-04-19 17:15:41.222 +0700,2021-04-19 17:15:41.222 +0700
3008,티어엠맥스점안액0.15%(히알루론산나트륨)(1회용)_(0.675mg/0.45ml),tier mmax eye drop 0.15% (sodium hyaluronate) (single use)_(0.675mg/0.45ml),2021-04-19 17:15:41.725 +0700,2021-04-19 17:15:41.725 +0700
3056,오클점안액(토브라마이신),okle eye drops (tobramycin),2021-04-19 17:15:53.391 +0700,2021-04-19 17:15:53.391 +0700
3065,세종스테도르캡슐(에르도스테인),sejong stedor capsule (erdostein),2021-04-19 17:15:55.442 +0700,2021-04-19 17:15:55.442 +0700
3069,에슈바정10/10밀리그램_(1정),eshuba tablet 10/10 milligrams_(1 tablet),2021-04-19 17:15:56.369 +0700,2021-04-19 17:15:56.369 +0700
2694,케이실린정375mg(아목시실린-클라불란산칼륨)_(1정),cacillin tablet 375mg (amoxicillin-clavulanate potassium)_(1 tablet),2021-04-19 17:14:27.079 +0700,2021-04-19 17:14:27.079 +0700
2699,유셉트프리필드시린지주(에타너셉트)_(50mg/1ml),eucept freefield syringe (etanercept)_(50mg/1ml),2021-04-19 17:14:28.254 +0700,2021-04-19 17:14:28.254 +0700
2703,티세르신정25밀리그람(말레인산레보메프로마진)_(33.8mg/1정),thisercin tablet 25 milligrams (maleic acid levomepromazine)_(33.8mg/1 tablet),2021-04-19 17:14:29.243 +0700,2021-04-19 17:14:29.243 +0700
2726,아픽사정5밀리그램(아픽사반)_(5mg/1정),apixa tablet 5mg (apixaban)_(5mg/1 tablet),2021-04-19 17:14:34.655 +0700,2021-04-19 17:14:34.655 +0700
2728,로수박정5mg(로수바스타틴칼슘)_(5.2mg/1정),rosumelon tablet 5mg (rosuvastatin calcium)_(5.2mg/1 tablet),2021-04-19 17:14:35.104 +0700,2021-04-19 17:14:35.104 +0700
2736,칸디나졸캡슐(플루코나졸)_(50mg/1캡슐),candinazol capsule (fluconazole)_(50mg/1 capsule),2021-04-19 17:14:37.035 +0700,2021-04-19 17:14:37.035 +0700
2745,타루펜주2.5밀리그램(히드록소코발라민),"2.5 milligrams of tarupen (hydroxocobalamin)",2021-04-19 17:14:39.294 +0700,2021-04-19 17:14:39.294 +0700
2749,세피르정(프로나제b),sephir tablet (pronase b),2021-04-19 17:14:40.196 +0700,2021-04-19 17:14:40.196 +0700
2764,바이틸린정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),vitiline tablet (95% ethanol soft extract (20→1))_(60mg/1 tablet),2021-04-19 17:14:43.884 +0700,2021-04-19 17:14:43.884 +0700
2767,하루로신디정0.2밀리그램(탐스로신염산염)_(0.2mg/1정),harulosindi tablet 0.2mg (tamsulosin hydrochloride)_(0.2mg/1 tablet),2021-04-19 17:14:44.660 +0700,2021-04-19 17:14:44.660 +0700
2773,플라주오피주_(1000ml),beach offiju_(1000ml),2021-04-19 17:14:46.076 +0700,2021-04-19 17:14:46.076 +0700
2783,듀세틴캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),ducetin capsule 60mg (duloxetine hydrochloride)_(67.3mg/1capsule),2021-04-19 17:14:48.389 +0700,2021-04-19 17:14:48.389 +0700
2785,솔리스탑정5밀리그램(솔리페나신숙신산염)_(5mg/1정),solistop tablet 5mg (solifenacin succinate)_(5mg/1 tablet),2021-04-19 17:14:48.907 +0700,2021-04-19 17:14:48.907 +0700
2807,알니즈정_(1정),alniz tablets_(1 tablet),2021-04-19 17:14:53.960 +0700,2021-04-19 17:14:53.960 +0700
2809,리시탄플러스정10밀리그램/12.5밀리그램_(1정),ricitan plus tablets 10mg/12.5mg_(1 tablet),2021-04-19 17:14:54.436 +0700,2021-04-19 17:14:54.436 +0700
2813,중외로잘탄플러스프로정,choongwae rosaltan plus pro tablet,2021-04-19 17:14:55.296 +0700,2021-04-19 17:14:55.296 +0700
2815,이노엔0.9%생리식염주사액_(2.25g/250ml),inoene 0.9% physiological saline injection_(2.25g/250ml),2021-04-19 17:14:55.808 +0700,2021-04-19 17:14:55.808 +0700
2826,로사탄아이정50밀리그램(로사르탄칼륨)_(50mg/1정),losartan eye tablet 50mg (losartan potassium)_(50mg/1 tablet),2021-04-19 17:14:58.321 +0700,2021-04-19 17:14:58.321 +0700
2834,아시클로정(아시클로버)_(0.2g/1정),acyclo tablet (acyclovir)_(0.2g/1 tablet),2021-04-19 17:15:00.311 +0700,2021-04-19 17:15:00.311 +0700
2837,보미셋시럽(온단세트론염산염수화물)_(15mg/30ml),bomiset syrup (ondansetron hydrochloride hydrate)_(15mg/30ml),2021-04-19 17:15:00.862 +0700,2021-04-19 17:15:00.862 +0700
2842,프로산0.3%점안액(히알루론산나트륨),proic acid 0.3% eye drops (sodium hyaluronate),2021-04-19 17:15:02.141 +0700,2021-04-19 17:15:02.141 +0700
2862,유니테탄주500밀리그람(세포테탄)_(0.5g/1병),unitetanju 500mg (selethetan)_(0.5g/1 bottle),2021-04-19 17:15:06.542 +0700,2021-04-19 17:15:06.542 +0700
2865,유니콜린시럽(콜린알포세레이트)_(0.4g/8ml),unicholine syrup (choline alfoscerate)_(0.4g/8ml),2021-04-19 17:15:07.155 +0700,2021-04-19 17:15:07.155 +0700
2867,삼오도네페질오디정5밀리그램(도네페질염산염일수화물)_(5.22mg/1정),samodorepezil audi tablet 5mg (donepezil hydrochloride monohydrate)_(5.22mg/1 tablet),2021-04-19 17:15:07.798 +0700,2021-04-19 17:15:07.798 +0700
2874,아토로우정20mg(아토르바스타틴칼슘삼수화물)_(21.69mg/1정),atorou tablet 20mg (atorvastatin calcium trihydrate)_(21.69mg/1 tablet),2021-04-19 17:15:09.741 +0700,2021-04-19 17:15:09.741 +0700
2885,대한멸균생리식염수(생리식염주사액)_(1.8g/200ml/백),korea sterile physiological saline solution (physiological saline injection solution)_(1.8g/200ml/bag),2021-04-19 17:15:12.261 +0700,2021-04-19 17:15:12.261 +0700
2999,헤시움시럽(펠라고니움시도이데스11%에탄올추출물(1→8~10)·글리세린혼합액(8:2)),"hessium syrup (pellagonium cidoides 11% ethanol extract (1→8~10), glycerin mixture (8:2))",2021-04-19 17:15:39.065 +0700,2021-04-19 17:15:39.065 +0700
3017,뉴라조신정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),neurazosin tablet 2mg (terazosin hydrochloride hydrate)_(2.374mg/1 tablet),2021-04-19 17:15:43.971 +0700,2021-04-19 17:15:43.971 +0700
3021,메만빅정10밀리그램(메만틴염산염)_(10mg/1정),memanbic tablet 10mg (memantine hydrochloride)_(10mg/1 tablet),2021-04-19 17:15:45.110 +0700,2021-04-19 17:15:45.110 +0700
3049,일양피나스테리드정(피나스테리드)_(5mg/1정),ilyang finasteride tablet (finasteride)_(5mg/1 tablet),2021-04-19 17:15:51.672 +0700,2021-04-19 17:15:51.672 +0700
3052,펜넬캡슐_(1캡슐),fennel capsule_(1 capsule),2021-04-19 17:15:52.372 +0700,2021-04-19 17:15:52.372 +0700
3063,몬테스트츄정5mg(몬테루카스트나트륨)_(5.2mg/1정),montestchu tablet 5mg (monterukast sodium)_(5.2mg/1 tablet),2021-04-19 17:15:54.946 +0700,2021-04-19 17:15:54.946 +0700
3066,인푸트크림(테르비나핀염산염)_(0.3g/30g),input cream (terbinafine hydrochloride)_(0.3g/30g),2021-04-19 17:15:55.704 +0700,2021-04-19 17:15:55.704 +0700
3068,오큐비돈점안액(포비돈)_(0.2g/10ml),ocuvidone eye drops (povidone)_(0.2g/10ml),2021-04-19 17:15:56.150 +0700,2021-04-19 17:15:56.150 +0700
3070,대웅몬테루카스트정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),daewoong monterukast tablet 10mg (monterukast sodium)_(10.4mg/1 tablet),2021-04-19 17:15:56.566 +0700,2021-04-19 17:15:56.566 +0700
3072,팔록시주(팔로노세트론염산염)_(0.28mg/5ml),palaoxyju (palonosetron hydrochloride)_(0.28mg/5ml),2021-04-19 17:15:57.071 +0700,2021-04-19 17:15:57.071 +0700
3075,클로첸스정(클로피도그렐황산염)_(97.875mg/1정),clochens tablet (clopidogrel sulfate)_(97.875mg/1 tablet),2021-04-19 17:15:57.747 +0700,2021-04-19 17:15:57.747 +0700
3085,바루세파주0.5그람(주사용세프티족심나트륨)(수출명:advancefinjection),"0.5 grams of barusepa juice (sodium ceftii foot for injection) (export name: advancefinjection)",2021-04-19 17:16:00.133 +0700,2021-04-19 17:16:00.133 +0700
3091,유로다트연질캡슐0.5mg(두타스테리드)_(0.5mg/1캡슐),eurodart soft capsule 0.5mg (dotasteride)_(0.5mg/1 capsule),2021-04-19 17:16:01.830 +0700,2021-04-19 17:16:01.830 +0700
3095,텔미탄플러스정40/12.5mg_(1정),telmitan plus tablet 40/12.5mg_(1 tablet),2021-04-19 17:16:02.866 +0700,2021-04-19 17:16:02.866 +0700
3099,아세트라셋정_(1정),acetraset tablet_(1 tablet),2021-04-19 17:16:03.817 +0700,2021-04-19 17:16:03.817 +0700
2989,이소켓0.1%주사50밀리리터(이소소르비드질산염),isocket 0.1% injection 50 milliliters (isosorbide nitrate),2021-04-19 17:15:36.303 +0700,2021-04-19 17:15:36.303 +0700
2994,영동알칼리성인산효소측정용시약(카인드킹법),youngdong alkaline phosphate enzyme measurement reagent (kind king method),2021-04-19 17:15:37.528 +0700,2021-04-19 17:15:37.528 +0700
3009,위드디정_(1정),with d_(1 tablet),2021-04-19 17:15:42.025 +0700,2021-04-19 17:15:42.025 +0700
3014,플라렉스점안현탁액(초산플루오로메톨론)_(15mg/15ml),plaex eye drop suspension (fluorometholone acetate)_(15mg/15ml),2021-04-19 17:15:43.275 +0700,2021-04-19 17:15:43.275 +0700
3023,카터정12.5밀리그램(카르베딜롤)_(12.5mg/1정),carter tablet 12.5mg (carvedilol)_(12.5mg/1 tablet),2021-04-19 17:15:45.565 +0700,2021-04-19 17:15:45.565 +0700
3028,설포피린캡슐(아세브로필린)_(0.1g/1캡슐),sulfopyrine capsule (acebrophylline)_(0.1g/1 capsule),2021-04-19 17:15:46.690 +0700,2021-04-19 17:15:46.690 +0700
3038,후콜리스티메테이트주(콜리스틴메탄설폰나트륨),fucolistimetate (sodium colistin methanesulfonate),2021-04-19 17:15:49.058 +0700,2021-04-19 17:15:49.058 +0700
