"id","name","createdAt","updatedAt","shortName"
334367,miocamycin,2021-07-09 10:52:51.831 +0700,2021-07-09 10:52:51.831 +0700,""
334405,moxestrol,2021-07-09 10:52:51.849 +0700,2021-07-09 10:52:51.849 +0700,""
334555,octinoxate,2021-07-09 10:52:51.911 +0700,2021-07-09 10:52:51.911 +0700,""
334614,oxedrine,2021-07-09 10:52:51.931 +0700,2021-07-09 10:52:51.931 +0700,""
334685,pegvisomant,2021-07-09 10:52:51.954 +0700,2021-07-09 10:52:51.954 +0700,""
334729,phenacemide,2021-07-09 10:52:51.971 +0700,2021-07-09 10:52:51.971 +0700,""
334789,piperazine,2021-07-09 10:52:51.991 +0700,2021-07-09 10:52:51.991 +0700,""
334835,polycarbophil calcium,2021-07-09 10:52:52.008 +0700,2021-07-09 10:52:52.008 +0700,""
334895,procainamide,2021-07-09 10:52:52.050 +0700,2021-07-09 10:52:52.050 +0700,""
334922,propentofylline,2021-07-09 10:52:52.063 +0700,2021-07-09 10:52:52.063 +0700,""
334980,rabeprazole,2021-07-09 10:52:52.087 +0700,2021-07-09 10:52:52.087 +0700,""
334996,rasagiline,2021-07-09 10:52:52.097 +0700,2021-07-09 10:52:52.097 +0700,""
335044,ritonavir,2021-07-09 10:52:52.117 +0700,2021-07-09 10:52:52.117 +0700,""
335136,simvastatin,2021-07-09 10:52:52.150 +0700,2021-07-09 10:52:52.150 +0700,""
335247,sulfamethizole,2021-07-09 10:52:52.190 +0700,2021-07-09 10:52:52.190 +0700,""
335300,tazarotene,2021-07-09 10:52:52.214 +0700,2021-07-09 10:52:52.214 +0700,""
335369,tenidap,2021-07-09 10:52:52.236 +0700,2021-07-09 10:52:52.236 +0700,""
335415,thiopental,2021-07-09 10:52:52.254 +0700,2021-07-09 10:52:52.254 +0700,""
335464,tioguanine,2021-07-09 10:52:52.273 +0700,2021-07-09 10:52:52.273 +0700,""
335515,trapidil,2021-07-09 10:52:52.361 +0700,2021-07-09 10:52:52.361 +0700,""
335562,tritoqualine,2021-07-09 10:52:52.433 +0700,2021-07-09 10:52:52.433 +0700,""
335611,valganciclovir,2021-07-09 10:52:52.474 +0700,2021-07-09 10:52:52.474 +0700,""
335676,vorozole,2021-07-09 10:52:52.513 +0700,2021-07-09 10:52:52.513 +0700,""
335714,zolpidem,2021-07-09 10:52:52.525 +0700,2021-07-09 10:52:52.525 +0700,""
334452,natri hyaluronate,2021-07-09 10:52:51.862 +0700,2021-07-09 10:52:51.862 +0700,"[""sodium hyaluronate, hyaluronic""]"
333577,ferrous amino acid,2021-07-09 10:52:51.454 +0700,2021-07-09 10:52:51.454 +0700,"[""acid ferrous amino"", ""ferrous amino axit"", ""axit ferrous amino""]"
333467,etacrynic acid,2021-07-09 10:52:51.417 +0700,2021-07-09 10:52:51.417 +0700,"[""acid etacrynic""]"
334500,niflumic acid,2021-07-09 10:52:51.879 +0700,2021-07-09 10:52:51.879 +0700,"[""acid niflumic""]"
335197,spaglumic acid,2021-07-09 10:52:52.170 +0700,2021-07-09 10:52:52.170 +0700,"[""acid spaglumic""]"
335096,sắt sucrose,2021-07-09 10:52:52.135 +0700,2021-07-09 10:52:52.135 +0700,"[""dextran""]"
333330,distigmine,2021-07-09 10:52:51.359 +0700,2021-07-09 10:52:51.359 +0700,""
333383,eculizumab,2021-07-09 10:52:51.380 +0700,2021-07-09 10:52:51.380 +0700,""
333432,epomediol,2021-07-09 10:52:51.404 +0700,2021-07-09 10:52:51.404 +0700,""
333483,ethinylestradiol,2021-07-09 10:52:51.421 +0700,2021-07-09 10:52:51.421 +0700,""
333527,exenatide,2021-07-09 10:52:51.437 +0700,2021-07-09 10:52:51.437 +0700,""
333652,fluspirilene,2021-07-09 10:52:51.481 +0700,2021-07-09 10:52:51.481 +0700,""
333738,glucagon,2021-07-09 10:52:51.516 +0700,2021-07-09 10:52:51.516 +0700,""
333792,hemoglobin crosfumaril,2021-07-09 10:52:51.537 +0700,2021-07-09 10:52:51.537 +0700,""
333854,hyoscyamine,2021-07-09 10:52:51.566 +0700,2021-07-09 10:52:51.566 +0700,""
333900,indium (111in) pentetreotide,2021-07-09 10:52:51.586 +0700,2021-07-09 10:52:51.586 +0700,""
333986,isoconazole,2021-07-09 10:52:51.659 +0700,2021-07-09 10:52:51.659 +0700,""
334048,laquinimod,2021-07-09 10:52:51.682 +0700,2021-07-09 10:52:51.682 +0700,""
334099,liothyronine sodium,2021-07-09 10:52:51.698 +0700,2021-07-09 10:52:51.698 +0700,""
334132,lumefantrine,2021-07-09 10:52:51.714 +0700,2021-07-09 10:52:51.714 +0700,""
334192,meclizine,2021-07-09 10:52:51.751 +0700,2021-07-09 10:52:51.751 +0700,""
334220,melperone,2021-07-09 10:52:51.785 +0700,2021-07-09 10:52:51.785 +0700,""
334287,methionine,2021-07-09 10:52:51.806 +0700,2021-07-09 10:52:51.806 +0700,""
334345,mezlocillin,2021-07-09 10:52:51.826 +0700,2021-07-09 10:52:51.826 +0700,""
334402,motavizumab,2021-07-09 10:52:51.848 +0700,2021-07-09 10:52:51.848 +0700,""
334456,natri hypoclorid d?m d?c,2021-07-09 10:52:51.863 +0700,2021-07-09 10:52:51.863 +0700,""
334503,nifurtimox,2021-07-09 10:52:51.879 +0700,2021-07-09 10:52:51.879 +0700,""
334554,ocriplasmin,2021-07-09 10:52:51.911 +0700,2021-07-09 10:52:51.911 +0700,""
334608,oxeladin,2021-07-09 10:52:51.929 +0700,2021-07-09 10:52:51.929 +0700,""
334659,paraldehyde,2021-07-09 10:52:51.947 +0700,2021-07-09 10:52:51.947 +0700,""
334708,pentoxyverine,2021-07-09 10:52:51.964 +0700,2021-07-09 10:52:51.964 +0700,""
334747,phenprobamate,2021-07-09 10:52:51.980 +0700,2021-07-09 10:52:51.980 +0700,""
334805,piritramide,2021-07-09 10:52:51.998 +0700,2021-07-09 10:52:51.998 +0700,""
334864,pralidoxime,2021-07-09 10:52:52.038 +0700,2021-07-09 10:52:52.038 +0700,""
334918,propantheline,2021-07-09 10:52:52.059 +0700,2021-07-09 10:52:52.059 +0700,""
334965,pyrrobutamine,2021-07-09 10:52:52.084 +0700,2021-07-09 10:52:52.084 +0700,""
335026,rifamycin,2021-07-09 10:52:52.110 +0700,2021-07-09 10:52:52.110 +0700,""
335061,rosiglitazone,2021-07-09 10:52:52.125 +0700,2021-07-09 10:52:52.125 +0700,""
335109,selenium (75se) tauroselcholic acid,2021-07-09 10:52:52.140 +0700,2021-07-09 10:52:52.140 +0700,""
335171,sodium levofolinate,2021-07-09 10:52:52.161 +0700,2021-07-09 10:52:52.161 +0700,""
335216,streptomycin,2021-07-09 10:52:52.180 +0700,2021-07-09 10:52:52.180 +0700,""
335270,sulpiride,2021-07-09 10:52:52.202 +0700,2021-07-09 10:52:52.202 +0700,""
335309,technetium (99mtc) disofenin,2021-07-09 10:52:52.216 +0700,2021-07-09 10:52:52.216 +0700,""
335366,temozolomide,2021-07-09 10:52:52.235 +0700,2021-07-09 10:52:52.235 +0700,""
335411,thiethylperazine,2021-07-09 10:52:52.253 +0700,2021-07-09 10:52:52.253 +0700,""
335460,tinzaparin,2021-07-09 10:52:52.272 +0700,2021-07-09 10:52:52.272 +0700,""
335496,tolperisone,2021-07-09 10:52:52.286 +0700,2021-07-09 10:52:52.286 +0700,""
335546,trilostane,2021-07-09 10:52:52.418 +0700,2021-07-09 10:52:52.418 +0700,""
335607,vaccinia immunoglobulin,2021-07-09 10:52:52.448 +0700,2021-07-09 10:52:52.448 +0700,""
335653,vintafolide,2021-07-09 10:52:52.499 +0700,2021-07-09 10:52:52.499 +0700,""
335703,zinc compounds,2021-07-09 10:52:52.521 +0700,2021-07-09 10:52:52.521 +0700,""
333699,gadoxetic acid,2021-07-09 10:52:51.496 +0700,2021-07-09 10:52:51.496 +0700,"[""acid gadoxetic""]"
333582,ferrous fumarate,2021-07-09 10:52:51.456 +0700,2021-07-09 10:52:51.456 +0700,"[""sắt fumarat""]"
333331,dithranol,2021-07-09 10:52:51.359 +0700,2021-07-09 10:52:51.359 +0700,""
333368,drotrecogin alfa (activated),2021-07-09 10:52:51.375 +0700,2021-07-09 10:52:51.375 +0700,""
333417,enoxolone,2021-07-09 10:52:51.397 +0700,2021-07-09 10:52:51.397 +0700,""
333480,ethchlorvynol,2021-07-09 10:52:51.421 +0700,2021-07-09 10:52:51.421 +0700,""
333523,euflavine,2021-07-09 10:52:51.436 +0700,2021-07-09 10:52:51.436 +0700,""
333570,ferric ammonium citrate,2021-07-09 10:52:51.452 +0700,2021-07-09 10:52:51.452 +0700,""
333620,flumazenil,2021-07-09 10:52:51.472 +0700,2021-07-09 10:52:51.472 +0700,""
333668,formoterol,2021-07-09 10:52:51.487 +0700,2021-07-09 10:52:51.487 +0700,""
333781,halazepam,2021-07-09 10:52:51.532 +0700,2021-07-09 10:52:51.532 +0700,""
333876,ifosfamide,2021-07-09 10:52:51.577 +0700,2021-07-09 10:52:51.577 +0700,""
333945,iodine iolopride (123i),2021-07-09 10:52:51.609 +0700,2021-07-09 10:52:51.609 +0700,""
333996,isosorbide mononitrate,2021-07-09 10:52:51.664 +0700,2021-07-09 10:52:51.664 +0700,""
334090,linagliptin,2021-07-09 10:52:51.696 +0700,2021-07-09 10:52:51.696 +0700,""
334140,lysozyme,2021-07-09 10:52:51.715 +0700,2021-07-09 10:52:51.715 +0700,""
334239,mephentermine,2021-07-09 10:52:51.790 +0700,2021-07-09 10:52:51.790 +0700,""
334281,methaqualone,2021-07-09 10:52:51.805 +0700,2021-07-09 10:52:51.805 +0700,""
334338,metoprolol,2021-07-09 10:52:51.825 +0700,2021-07-09 10:52:51.825 +0700,""
334387,mometasone,2021-07-09 10:52:51.839 +0700,2021-07-09 10:52:51.839 +0700,""
334426,naftazone,2021-07-09 10:52:51.856 +0700,2021-07-09 10:52:51.856 +0700,""
334491,nicomorphine,2021-07-09 10:52:51.875 +0700,2021-07-09 10:52:51.875 +0700,""
334540,norethisterone,2021-07-09 10:52:51.902 +0700,2021-07-09 10:52:51.902 +0700,""
334592,other plasma protein fractions,2021-07-09 10:52:51.918 +0700,2021-07-09 10:52:51.918 +0700,""
334622,oxycodone,2021-07-09 10:52:51.932 +0700,2021-07-09 10:52:51.932 +0700,""
334660,paramethadione,2021-07-09 10:52:51.948 +0700,2021-07-09 10:52:51.948 +0700,""
334705,pentosan polysulfate sodium,2021-07-09 10:52:51.963 +0700,2021-07-09 10:52:51.963 +0700,""
334749,phenprocoumon,2021-07-09 10:52:51.981 +0700,2021-07-09 10:52:51.981 +0700,""
334802,pirfenidone,2021-07-09 10:52:51.997 +0700,2021-07-09 10:52:51.997 +0700,""
334862,prajmaline,2021-07-09 10:52:52.037 +0700,2021-07-09 10:52:52.037 +0700,""
334906,prolintane,2021-07-09 10:52:52.057 +0700,2021-07-09 10:52:52.057 +0700,""
334949,prulifloxacin,2021-07-09 10:52:52.080 +0700,2021-07-09 10:52:52.080 +0700,""
334999,"rauwolfia alkaloids, whole root",2021-07-09 10:52:52.098 +0700,2021-07-09 10:52:52.098 +0700,""
335045,rivaroxaban,2021-07-09 10:52:52.117 +0700,2021-07-09 10:52:52.117 +0700,""
335094,saruplase,2021-07-09 10:52:52.135 +0700,2021-07-09 10:52:52.135 +0700,""
335188,sofosbuvir,2021-07-09 10:52:52.167 +0700,2021-07-09 10:52:52.167 +0700,""
335240,sulfafenazol,2021-07-09 10:52:52.188 +0700,2021-07-09 10:52:52.188 +0700,""
335282,tacrine,2021-07-09 10:52:52.205 +0700,2021-07-09 10:52:52.205 +0700,""
335340,technetium (99mtc) succimer,2021-07-09 10:52:52.229 +0700,2021-07-09 10:52:52.229 +0700,""
335391,tetanus immunoglobulin,2021-07-09 10:52:52.243 +0700,2021-07-09 10:52:52.243 +0700,""
335436,tiadenol,2021-07-09 10:52:52.266 +0700,2021-07-09 10:52:52.266 +0700,""
335494,tolonidine,2021-07-09 10:52:52.286 +0700,2021-07-09 10:52:52.286 +0700,""
335544,triglycerid,2021-07-09 10:52:52.417 +0700,2021-07-09 10:52:52.417 +0700,""
335606,ustekinumab,2021-07-09 10:52:52.447 +0700,2021-07-09 10:52:52.447 +0700,""
335698,zanamivir,2021-07-09 10:52:52.520 +0700,2021-07-09 10:52:52.520 +0700,""
334177,máu toàn phần,2021-07-09 10:52:51.746 +0700,2021-07-09 10:52:51.746 +0700,"[""blood""]"
335659,vitamin a,2021-07-09 10:52:52.501 +0700,2021-07-09 10:52:52.501 +0700,"[""renitol palmitat""]"
333705,gamolenic acid,2021-07-09 10:52:51.500 +0700,2021-07-09 10:52:51.500 +0700,"[""acid gamolenic""]"
333954,ioglycamic acid,2021-07-09 10:52:51.646 +0700,2021-07-09 10:52:51.646 +0700,"[""acid ioglycamic""]"
335148,sodium aescinate,2021-07-09 10:52:52.152 +0700,2021-07-09 10:52:52.152 +0700,"[""aescinate sodium"", ""natri aescinate""]"
334036,lactoserum atomisat,2021-07-09 10:52:51.678 +0700,2021-07-09 10:52:51.678 +0700,""
333332,dobutamine,2021-07-09 10:52:51.359 +0700,2021-07-09 10:52:51.359 +0700,""
333389,efavirenz,2021-07-09 10:52:51.382 +0700,2021-07-09 10:52:51.382 +0700,""
333447,ergotamine,2021-07-09 10:52:51.410 +0700,2021-07-09 10:52:51.410 +0700,""
333494,ethylestrenol,2021-07-09 10:52:51.425 +0700,2021-07-09 10:52:51.425 +0700,""
333545,fenbufen,2021-07-09 10:52:51.442 +0700,2021-07-09 10:52:51.442 +0700,""
333599,fipexide,2021-07-09 10:52:51.462 +0700,2021-07-09 10:52:51.462 +0700,""
333639,fluoromethylcholine (18f),2021-07-09 10:52:51.477 +0700,2021-07-09 10:52:51.477 +0700,""
333682,fulvestrant,2021-07-09 10:52:51.492 +0700,2021-07-09 10:52:51.492 +0700,""
333744,glutathione,2021-07-09 10:52:51.518 +0700,2021-07-09 10:52:51.518 +0700,""
333798,"hepatitis a, inactivated, whole virus",2021-07-09 10:52:51.540 +0700,2021-07-09 10:52:51.540 +0700,""
333860,ibritumomab tiuxetan [90y],2021-07-09 10:52:51.570 +0700,2021-07-09 10:52:51.570 +0700,""
333906,indoprofen,2021-07-09 10:52:51.589 +0700,2021-07-09 10:52:51.589 +0700,""
333952,iofendylate,2021-07-09 10:52:51.645 +0700,2021-07-09 10:52:51.645 +0700,""
334031,lacidipine,2021-07-09 10:52:51.677 +0700,2021-07-09 10:52:51.677 +0700,""
334077,levomethadone,2021-07-09 10:52:51.693 +0700,2021-07-09 10:52:51.693 +0700,""
334137,lynestrenol,2021-07-09 10:52:51.715 +0700,2021-07-09 10:52:51.715 +0700,""
334180,measles immunoglobulin,2021-07-09 10:52:51.747 +0700,2021-07-09 10:52:51.747 +0700,""
334240,mephenytoin,2021-07-09 10:52:51.790 +0700,2021-07-09 10:52:51.790 +0700,""
334277,metenolone,2021-07-09 10:52:51.804 +0700,2021-07-09 10:52:51.804 +0700,""
334333,metixene,2021-07-09 10:52:51.824 +0700,2021-07-09 10:52:51.824 +0700,""
334378,mivacurium chloride,2021-07-09 10:52:51.838 +0700,2021-07-09 10:52:51.838 +0700,""
334421,nadolol,2021-07-09 10:52:51.854 +0700,2021-07-09 10:52:51.854 +0700,""
334477,niaprazine,2021-07-09 10:52:51.873 +0700,2021-07-09 10:52:51.873 +0700,""
334530,nizatidine,2021-07-09 10:52:51.897 +0700,2021-07-09 10:52:51.897 +0700,""
334580,orlistat,2021-07-09 10:52:51.915 +0700,2021-07-09 10:52:51.915 +0700,""
334606,oxazolam,2021-07-09 10:52:51.929 +0700,2021-07-09 10:52:51.929 +0700,""
334675,pectin,2021-07-09 10:52:51.952 +0700,2021-07-09 10:52:51.952 +0700,""
334723,"pertussis, purified antigen",2021-07-09 10:52:51.968 +0700,2021-07-09 10:52:51.968 +0700,""
334760,phenylmercuric borate,2021-07-09 10:52:51.984 +0700,2021-07-09 10:52:51.984 +0700,""
334797,pirarubicin,2021-07-09 10:52:51.996 +0700,2021-07-09 10:52:51.996 +0700,""
334849,potassium citrate,2021-07-09 10:52:52.031 +0700,2021-07-09 10:52:52.031 +0700,""
334899,procarbazine,2021-07-09 10:52:52.055 +0700,2021-07-09 10:52:52.055 +0700,""
334948,prucalopride,2021-07-09 10:52:52.080 +0700,2021-07-09 10:52:52.080 +0700,""
335016,retinol,2021-07-09 10:52:52.105 +0700,2021-07-09 10:52:52.105 +0700,""
335064,"rota virus, live attenuated",2021-07-09 10:52:52.125 +0700,2021-07-09 10:52:52.125 +0700,""
335121,sertraline,2021-07-09 10:52:52.144 +0700,2021-07-09 10:52:52.144 +0700,""
335155,"sodium chloride, hypertonic",2021-07-09 10:52:52.155 +0700,2021-07-09 10:52:52.155 +0700,""
335209,stem cells from umbilical cord blood,2021-07-09 10:52:52.177 +0700,2021-07-09 10:52:52.177 +0700,""
335255,sulfaphenazole,2021-07-09 10:52:52.193 +0700,2021-07-09 10:52:52.193 +0700,""
335292,talniflumat,2021-07-09 10:52:52.212 +0700,2021-07-09 10:52:52.212 +0700,""
335333,technetium (99mtc) pentetic acid,2021-07-09 10:52:52.225 +0700,2021-07-09 10:52:52.225 +0700,""
335382,teriparatide,2021-07-09 10:52:52.241 +0700,2021-07-09 10:52:52.241 +0700,""
335439,tiapride,2021-07-09 10:52:52.267 +0700,2021-07-09 10:52:52.267 +0700,""
335499,tolrestat,2021-07-09 10:52:52.286 +0700,2021-07-09 10:52:52.286 +0700,""
335551,trimetazidine,2021-07-09 10:52:52.419 +0700,2021-07-09 10:52:52.419 +0700,""
335588,typhoid-hepatitis a,2021-07-09 10:52:52.444 +0700,2021-07-09 10:52:52.444 +0700,""
335638,vidarabine,2021-07-09 10:52:52.494 +0700,2021-07-09 10:52:52.494 +0700,""
335687,ximelagatran,2021-07-09 10:52:52.518 +0700,2021-07-09 10:52:52.518 +0700,""
333333,docetaxel,2021-07-09 10:52:51.359 +0700,2021-07-09 10:52:51.359 +0700,""
333369,droxicam,2021-07-09 10:52:51.375 +0700,2021-07-09 10:52:51.375 +0700,""
333418,enprostil,2021-07-09 10:52:51.398 +0700,2021-07-09 10:52:51.398 +0700,""
333472,etamsylate,2021-07-09 10:52:51.418 +0700,2021-07-09 10:52:51.418 +0700,""
333532,fampridine,2021-07-09 10:52:51.438 +0700,2021-07-09 10:52:51.438 +0700,""
333564,fenticonazole,2021-07-09 10:52:51.450 +0700,2021-07-09 10:52:51.450 +0700,""
333615,fludeoxyglucose (18f),2021-07-09 10:52:51.469 +0700,2021-07-09 10:52:51.469 +0700,""
333656,flutrimazole,2021-07-09 10:52:51.483 +0700,2021-07-09 10:52:51.483 +0700,""
333709,gas-gangrene sera,2021-07-09 10:52:51.502 +0700,2021-07-09 10:52:51.502 +0700,""
333782,halcinonide,2021-07-09 10:52:51.532 +0700,2021-07-09 10:52:51.532 +0700,""
333875,ifenprodil,2021-07-09 10:52:51.577 +0700,2021-07-09 10:52:51.577 +0700,""
333944,iodine ioflupane (123i),2021-07-09 10:52:51.609 +0700,2021-07-09 10:52:51.609 +0700,""
333956,iomeprol,2021-07-09 10:52:51.646 +0700,2021-07-09 10:52:51.646 +0700,""
334041,lamotrigine,2021-07-09 10:52:51.679 +0700,2021-07-09 10:52:51.679 +0700,""
334130,loxapine,2021-07-09 10:52:51.713 +0700,2021-07-09 10:52:51.713 +0700,""
334174,maribavir,2021-07-09 10:52:51.745 +0700,2021-07-09 10:52:51.745 +0700,""
334233,mepacrine,2021-07-09 10:52:51.789 +0700,2021-07-09 10:52:51.789 +0700,""
334274,metampicillin,2021-07-09 10:52:51.803 +0700,2021-07-09 10:52:51.803 +0700,""
334324,methylthiouracil,2021-07-09 10:52:51.820 +0700,2021-07-09 10:52:51.820 +0700,""
334375,mitomycin,2021-07-09 10:52:51.837 +0700,2021-07-09 10:52:51.837 +0700,""
334423,nadroparin calci,2021-07-09 10:52:51.855 +0700,2021-07-09 10:52:51.855 +0700,""
334476,nialamide,2021-07-09 10:52:51.873 +0700,2021-07-09 10:52:51.873 +0700,""
334528,nitrous oxide,2021-07-09 10:52:51.897 +0700,2021-07-09 10:52:51.897 +0700,""
334578,orgotein,2021-07-09 10:52:51.914 +0700,2021-07-09 10:52:51.914 +0700,""
334630,oxymorphone,2021-07-09 10:52:51.933 +0700,2021-07-09 10:52:51.933 +0700,""
334674,pecilocin,2021-07-09 10:52:51.952 +0700,2021-07-09 10:52:51.952 +0700,""
334722,"pertussis, inactivated, whole cell",2021-07-09 10:52:51.967 +0700,2021-07-09 10:52:51.967 +0700,""
334761,phenylmercuric nitrate,2021-07-09 10:52:51.985 +0700,2021-07-09 10:52:51.985 +0700,""
334796,piracetam,2021-07-09 10:52:51.995 +0700,2021-07-09 10:52:51.995 +0700,""
334850,potassium gluconate,2021-07-09 10:52:52.032 +0700,2021-07-09 10:52:52.032 +0700,""
334915,propanidid,2021-07-09 10:52:52.059 +0700,2021-07-09 10:52:52.059 +0700,""
334950,prussian blue,2021-07-09 10:52:52.080 +0700,2021-07-09 10:52:52.080 +0700,""
335017,retinol (vit a),2021-07-09 10:52:52.105 +0700,2021-07-09 10:52:52.105 +0700,""
335078,rubidium (82rb) chloride,2021-07-09 10:52:52.129 +0700,2021-07-09 10:52:52.129 +0700,""
335129,silodosin,2021-07-09 10:52:52.148 +0700,2021-07-09 10:52:52.148 +0700,""
335176,sodium phenylbutyrate,2021-07-09 10:52:52.164 +0700,2021-07-09 10:52:52.164 +0700,""
335225,succinylsulfathiazole,2021-07-09 10:52:52.182 +0700,2021-07-09 10:52:52.182 +0700,""
335277,sunitinib,2021-07-09 10:52:52.204 +0700,2021-07-09 10:52:52.204 +0700,""
335315,technetium (99mtc) furifosmin,2021-07-09 10:52:52.217 +0700,2021-07-09 10:52:52.217 +0700,""
335360,telmisartan,2021-07-09 10:52:52.234 +0700,2021-07-09 10:52:52.234 +0700,""
335406,theodrenaline,2021-07-09 10:52:52.252 +0700,2021-07-09 10:52:52.252 +0700,""
335489,tolcapone,2021-07-09 10:52:52.284 +0700,2021-07-09 10:52:52.284 +0700,""
335540,trifluperidol,2021-07-09 10:52:52.416 +0700,2021-07-09 10:52:52.416 +0700,""
335585,"typhoid, inactivated, whole cell",2021-07-09 10:52:52.443 +0700,2021-07-09 10:52:52.443 +0700,""
335634,verapamil,2021-07-09 10:52:52.493 +0700,2021-07-09 10:52:52.493 +0700,""
335693,yttrium (90y) ferrihydroxide colloid,2021-07-09 10:52:52.519 +0700,2021-07-09 10:52:52.519 +0700,""
334000,ispaghula,2021-07-09 10:52:51.665 +0700,2021-07-09 10:52:51.665 +0700,"[""psylla seeds""]"
335455,tiludronic acid,2021-07-09 10:52:52.271 +0700,2021-07-09 10:52:52.271 +0700,"[""acid tiludronic""]"
334082,levothyroxine sodium,2021-07-09 10:52:51.695 +0700,2021-07-09 10:52:51.695 +0700,"[""levothyroxin""]"
333334,docosanol,2021-07-09 10:52:51.360 +0700,2021-07-09 10:52:51.360 +0700,""
333427,epimestrol,2021-07-09 10:52:51.402 +0700,2021-07-09 10:52:51.402 +0700,""
333478,ethambutol,2021-07-09 10:52:51.420 +0700,2021-07-09 10:52:51.420 +0700,""
333521,eucalyptin,2021-07-09 10:52:51.435 +0700,2021-07-09 10:52:51.435 +0700,""
333572,ferric hydroxide,2021-07-09 10:52:51.453 +0700,2021-07-09 10:52:51.453 +0700,""
333612,flucytosine,2021-07-09 10:52:51.469 +0700,2021-07-09 10:52:51.469 +0700,""
333708,galsulfase,2021-07-09 10:52:51.502 +0700,2021-07-09 10:52:51.502 +0700,""
333778,guar gum,2021-07-09 10:52:51.531 +0700,2021-07-09 10:52:51.531 +0700,""
333828,huyết thanh kháng uốn ván,2021-07-09 10:52:51.555 +0700,2021-07-09 10:52:51.555 +0700,""
333869,idanpramine,2021-07-09 10:52:51.575 +0700,2021-07-09 10:52:51.575 +0700,""
333955,iohexol,2021-07-09 10:52:51.646 +0700,2021-07-09 10:52:51.646 +0700,""
333999,isoxsuprine,2021-07-09 10:52:51.665 +0700,2021-07-09 10:52:51.665 +0700,""
334040,lamivudine,2021-07-09 10:52:51.679 +0700,2021-07-09 10:52:51.679 +0700,""
334086,lidoflazine,2021-07-09 10:52:51.696 +0700,2021-07-09 10:52:51.696 +0700,""
334136,lymecycline,2021-07-09 10:52:51.714 +0700,2021-07-09 10:52:51.714 +0700,""
334190,mecasermin rinfabate,2021-07-09 10:52:51.750 +0700,2021-07-09 10:52:51.750 +0700,""
334223,menadione,2021-07-09 10:52:51.785 +0700,2021-07-09 10:52:51.785 +0700,""
334288,metergoline,2021-07-09 10:52:51.806 +0700,2021-07-09 10:52:51.806 +0700,""
334336,metolazone,2021-07-09 10:52:51.824 +0700,2021-07-09 10:52:51.824 +0700,""
334376,mitotane,2021-07-09 10:52:51.837 +0700,2021-07-09 10:52:51.837 +0700,""
334440,naproxen,2021-07-09 10:52:51.859 +0700,2021-07-09 10:52:51.859 +0700,""
334470,nepidermin,2021-07-09 10:52:51.872 +0700,2021-07-09 10:52:51.872 +0700,""
334517,niridazole,2021-07-09 10:52:51.891 +0700,2021-07-09 10:52:51.891 +0700,""
334567,olsalazine,2021-07-09 10:52:51.913 +0700,2021-07-09 10:52:51.913 +0700,""
334682,peginterferon alfa-2a,2021-07-09 10:52:51.954 +0700,2021-07-09 10:52:51.954 +0700,""
334738,phenformin,2021-07-09 10:52:51.977 +0700,2021-07-09 10:52:51.977 +0700,""
334780,pindolol,2021-07-09 10:52:51.988 +0700,2021-07-09 10:52:51.988 +0700,""
334826,policresulen,2021-07-09 10:52:52.005 +0700,2021-07-09 10:52:52.005 +0700,""
334881,prednylidene,2021-07-09 10:52:52.047 +0700,2021-07-09 10:52:52.047 +0700,""
334930,propylthiouracil,2021-07-09 10:52:52.069 +0700,2021-07-09 10:52:52.069 +0700,""
334983,rabies immunoglobulin,2021-07-09 10:52:52.087 +0700,2021-07-09 10:52:52.087 +0700,""
335039,risedronat,2021-07-09 10:52:52.116 +0700,2021-07-09 10:52:52.116 +0700,""
335100,scopolamine,2021-07-09 10:52:52.136 +0700,2021-07-09 10:52:52.136 +0700,""
335147,sodium aurotiosulfate,2021-07-09 10:52:52.152 +0700,2021-07-09 10:52:52.152 +0700,""
335199,sparteine,2021-07-09 10:52:52.170 +0700,2021-07-09 10:52:52.170 +0700,""
335251,sulfamethoxazole,2021-07-09 10:52:52.191 +0700,2021-07-09 10:52:52.191 +0700,""
335301,technetium (99mtc) anticarcinoembryonicantigen antibody,2021-07-09 10:52:52.214 +0700,2021-07-09 10:52:52.214 +0700,""
335371,tenofovir disoproxil,2021-07-09 10:52:52.236 +0700,2021-07-09 10:52:52.236 +0700,""
335418,thiram,2021-07-09 10:52:52.256 +0700,2021-07-09 10:52:52.256 +0700,""
335477,tixocortol,2021-07-09 10:52:52.278 +0700,2021-07-09 10:52:52.278 +0700,""
335522,treosulfan,2021-07-09 10:52:52.363 +0700,2021-07-09 10:52:52.363 +0700,""
335564,troglitazone,2021-07-09 10:52:52.434 +0700,2021-07-09 10:52:52.434 +0700,""
335612,valnoctamide,2021-07-09 10:52:52.475 +0700,2021-07-09 10:52:52.475 +0700,""
335721,zotepine,2021-07-09 10:52:52.527 +0700,2021-07-09 10:52:52.527 +0700,""
335670,vitamin pp,2021-07-09 10:52:52.512 +0700,2021-07-09 10:52:52.512 +0700,"[""nicotinamide""]"
333660,folinic acid,2021-07-09 10:52:51.484 +0700,2021-07-09 10:52:51.484 +0700,"[""acid folinic""]"
333915,inositol,2021-07-09 10:52:51.595 +0700,2021-07-09 10:52:51.595 +0700,""
334634,oxyphenisatin,2021-07-09 10:52:51.934 +0700,2021-07-09 10:52:51.934 +0700,""
333386,edrecolomab,2021-07-09 10:52:51.381 +0700,2021-07-09 10:52:51.381 +0700,""
